No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD,D spacings,,Error [cts]
43,20.1681,1185.749,1184.439,1182.463,30.25, ,5.1088,,1.31
44,20.1721,1255.608,1184.384,1182.407,30.25, ,5.1078,,71.224
45,20.1761,1250.414,1184.328,1182.352,30.25, ,5.1068,,66.086
46,20.1801,1273.028,1184.273,1182.296,30.25, ,5.1057,,88.755
47,20.1841,1207.254,1184.218,1182.241,30.25, ,5.1047,,23.036
48,20.1881,1243.637,1184.162,1182.185,30.25, ,5.1037,,59.475
49,20.1921,1243.258,1184.107,1182.13,30.25, ,5.1027,,59.151
50,20.1961,1331.937,1184.052,1182.074,30.25, ,5.1017,,147.885
51,20.2001,1235.875,1183.996,1182.019,30.25, ,5.1007,,51.879
52,20.2041,1185.546,1183.941,1181.964,30.25, ,5.0997,,1.605
53,20.2081,1186.319,1183.886,1181.908,30.25, ,5.0987,,2.433
54,20.2121,1249.485,1183.831,1181.853,30.25, ,5.0977,,65.654
55,20.2161,1256.886,1183.775,1181.797,30.25, ,5.0968,,73.111
56,20.2201,1233.513,1183.72,1181.742,30.25, ,5.0958,,49.793
57,20.2241,1194.384,1183.665,1181.686,30.25, ,5.0948,,10.719
58,20.2281,1225.731,1183.609,1181.631,30.25, ,5.0938,,42.122
59,20.2321,1232.356,1183.554,1181.575,30.25, ,5.0928,,48.802
60,20.2361,1218.921,1183.499,1181.52,30.25, ,5.0918,,35.422
61,20.2401,1237.004,1183.443,1181.464,30.25, ,5.0908,,53.561
62,20.2441,1248.656,1183.388,1181.409,30.25, ,5.0898,,65.268
63,20.2481,1255.579,1183.333,1181.354,30.25, ,5.0888,,72.246
64,20.2521,1252.778,1183.277,1181.298,30.25, ,5.0878,,69.501
65,20.2561,1236.449,1183.222,1181.243,30.25, ,5.0868,,53.227
66,20.2601,1214.888,1183.167,1181.187,30.25, ,5.0858,,31.721
67,20.2641,1232.917,1183.111,1181.132,30.25, ,5.0848,,49.806
68,20.2681,1212.741,1183.056,1181.076,30.25, ,5.0838,,29.685
69,20.2721,1249.751,1183.001,1181.021,30.25, ,5.0828,,66.75
70,20.2761,1245.906,1182.946,1180.965,30.25, ,5.0818,,62.96
71,20.2801,1168.015,1182.89,1180.91,30.25, ,5.0808,,-14.875
72,20.2841,1205.355,1182.835,1180.855,30.25, ,5.0798,,22.52
73,20.2881,1240.269,1182.78,1180.799,30.25, ,5.0789,,57.489
74,20.2921,1262.862,1182.724,1180.744,30.25, ,5.0779,,80.138
75,20.2961,1262.941,1182.669,1180.688,30.25, ,5.0769,,80.272
76,20.3001,1169.514,1182.614,1180.633,30.25, ,5.0759,,-13.1
77,20.3041,1238.283,1182.558,1180.577,30.25, ,5.0749,,55.725
78,20.3081,1248.3,1182.503,1180.522,30.25, ,5.0739,,65.797
79,20.3121,1234.733,1182.448,1180.466,30.25, ,5.0729,,52.285
80,20.3161,1225.473,1182.393,1180.411,30.25, ,5.0719,,43.08
81,20.3201,1239.502,1182.337,1180.355,30.25, ,5.0709,,57.165
82,20.3241,1227.352,1182.282,1180.3,30.25, ,5.0699,,45.07
83,20.3281,1201.051,1182.227,1180.245,30.25, ,5.069,,18.824
84,20.3321,1222.377,1182.171,1180.189,30.25, ,5.068,,40.206
85,20.3361,1227.146,1182.116,1180.134,30.25, ,5.067,,45.03
86,20.3401,1181.199,1182.061,1180.078,30.25, ,5.066,,-0.862
87,20.3441,1162.862,1182.005,1180.023,30.25, ,5.065,,-19.143
88,20.3481,1184.202,1181.95,1179.967,30.25, ,5.064,,2.252
89,20.3521,1227.253,1181.895,1179.912,30.25, ,5.063,,45.358
90,20.3561,1204.057,1181.84,1179.856,30.25, ,5.0621,,22.217
91,20.3601,1206.15,1181.784,1179.801,30.25, ,5.0611,,24.366
92,20.3641,1205.477,1181.729,1179.746,30.25, ,5.0601,,23.748
93,20.3681,1214.97,1181.674,1179.69,30.25, ,5.0591,,33.296
94,20.3721,1221.156,1181.618,1179.635,30.25, ,5.0581,,39.538
95,20.3761,1186.688,1181.563,1179.579,30.25, ,5.0571,,5.125
96,20.3801,1207.295,1181.508,1179.524,30.25, ,5.0562,,25.787
97,20.3841,1242.382,1181.452,1179.468,30.25, ,5.0552,,60.93
98,20.3881,1168.66,1181.397,1179.413,30.25, ,5.0542,,-12.737
99,20.3921,1186.216,1181.342,1179.357,30.25, ,5.0532,,4.874
100,20.3961,1176.725,1181.287,1179.302,30.25, ,5.0522,,-4.562
101,20.4001,1183.616,1181.231,1179.247,30.25, ,5.0513,,2.385
102,20.4041,1194.22,1181.176,1179.191,30.25, ,5.0503,,13.044
103,20.4081,1180.855,1181.121,1179.136,30.25, ,5.0493,,-0.266
104,20.4121,1185.527,1181.065,1179.08,30.25, ,5.0483,,4.462
105,20.4161,1196.675,1181.01,1179.025,30.25, ,5.0473,,15.665
106,20.4201,1248.523,1180.955,1178.969,30.25, ,5.0464,,67.568
107,20.4241,1239.438,1180.899,1178.914,30.25, ,5.0454,,58.539
108,20.4281,1212.298,1180.844,1178.858,30.25, ,5.0444,,31.454
109,20.4321,1236.327,1180.789,1178.803,30.25, ,5.0434,,55.538
110,20.4361,1218.046,1180.734,1178.747,30.25, ,5.0425,,37.312
111,20.4401,1212.702,1180.678,1178.692,30.25, ,5.0415,,32.024
112,20.4441,1207.074,1180.623,1178.637,30.25, ,5.0405,,26.451
113,20.4481,1191.004,1180.568,1178.581,30.25, ,5.0395,,10.436
114,20.4521,1184.012,1180.512,1178.526,30.25, ,5.0386,,3.5
115,20.4561,1222.541,1180.457,1178.47,30.25, ,5.0376,,42.084
116,20.4601,1252.855,1180.402,1178.415,30.25, ,5.0366,,72.453
117,20.4641,1250.882,1180.347,1178.359,30.25, ,5.0356,,70.535
118,20.4681,1187.228,1180.291,1178.304,30.25, ,5.0347,,6.937
119,20.4721,1235.099,1180.236,1178.248,30.25, ,5.0337,,54.863
120,20.4761,1185.158,1180.181,1178.193,30.25, ,5.0327,,4.977
121,20.4801,1216.125,1180.125,1178.138,30.25, ,5.0317,,36
122,20.4841,1211.156,1180.07,1178.082,30.25, ,5.0308,,31.086
123,20.4881,1242.506,1180.015,1178.027,30.25, ,5.0298,,62.491
124,20.4921,1192.075,1179.959,1177.971,30.25, ,5.0288,,12.116
125,20.4961,1167.168,1179.904,1177.916,30.25, ,5.0279,,-12.736
126,20.5001,1222.304,1179.849,1177.86,30.25, ,5.0269,,42.455
127,20.5041,1188.137,1179.794,1177.805,30.25, ,5.0259,,8.343
128,20.5081,1195.224,1179.738,1177.749,30.25, ,5.0249,,15.486
129,20.5121,1216.586,1179.683,1177.694,30.25, ,5.024,,36.903
130,20.5161,1191.303,1179.628,1177.638,30.25, ,5.023,,11.675
131,20.5201,1197.484,1179.572,1177.583,30.25, ,5.022,,17.912
132,20.5241,1219.269,1179.517,1177.528,30.25, ,5.0211,,39.752
133,20.5281,1212.947,1179.462,1177.472,30.25, ,5.0201,,33.485
134,20.5321,1203.299,1179.406,1177.417,30.25, ,5.0191,,23.893
135,20.5361,1174.481,1179.351,1177.361,30.25, ,5.0182,,-4.87
136,20.5401,1177.539,1179.296,1177.306,30.25, ,5.0172,,-1.757
137,20.5441,1192.36,1179.241,1177.25,30.25, ,5.0162,,13.119
138,20.5481,1198.962,1179.185,1177.195,30.25, ,5.0153,,19.777
139,20.5521,1246.044,1179.13,1177.139,30.25, ,5.0143,,66.914
140,20.5561,1214.605,1179.075,1177.084,30.25, ,5.0133,,35.53
141,20.5601,1186.406,1179.02,1177.029,30.25, ,5.0124,,7.386
142,20.5641,1203.64,1178.964,1176.973,30.25, ,5.0114,,24.676
143,20.5681,1180.302,1178.909,1176.918,30.25, ,5.0104,,1.393
144,20.5721,1165.878,1178.854,1176.862,30.25, ,5.0095,,-12.976
145,20.5761,1135.587,1178.798,1176.807,30.25, ,5.0085,,-43.211
146,20.5801,1175.114,1178.743,1176.751,30.25, ,5.0076,,-3.629
147,20.5841,1175.021,1178.688,1176.696,30.25, ,5.0066,,-3.667
148,20.5881,1225.241,1178.632,1176.64,30.25, ,5.0056,,46.609
149,20.5921,1233.401,1178.577,1176.585,30.25, ,5.0047,,54.824
150,20.5961,1242.473,1178.522,1176.529,30.25, ,5.0037,,63.951
151,20.6001,1197.259,1178.467,1176.474,30.25, ,5.0027,,18.792
152,20.6041,1196.328,1178.411,1176.419,30.25, ,5.0018,,17.917
153,20.6081,1204.234,1178.356,1176.363,30.25, ,5.0008,,25.878
154,20.6121,1203.851,1178.301,1176.308,30.25, ,4.9999,,25.55
155,20.6161,1228.897,1178.245,1176.252,30.25, ,4.9989,,50.652
156,20.6201,1208.37,1178.19,1176.197,30.25, ,4.9979,,30.18
157,20.6241,1158.392,1178.135,1176.141,30.25, ,4.997,,-19.743
158,20.6281,1177.356,1178.08,1176.086,30.25, ,4.996,,-0.724
159,20.6321,1212.558,1178.024,1176.03,30.25, ,4.9951,,34.534
160,20.6361,1209.052,1177.969,1175.975,30.25, ,4.9941,,31.083
161,20.6401,1217.251,1177.914,1175.92,30.25, ,4.9932,,39.337
162,20.6441,1226.521,1177.859,1175.864,30.25, ,4.9922,,48.662
163,20.6481,1204.449,1177.803,1175.809,30.25, ,4.9912,,26.646
164,20.6521,1197.714,1177.748,1175.753,30.25, ,4.9903,,19.966
165,20.6561,1116.291,1177.693,1175.698,30.25, ,4.9893,,-61.402
166,20.6601,1194.801,1177.637,1175.642,30.25, ,4.9884,,17.164
167,20.6641,1222.443,1177.582,1175.587,30.25, ,4.9874,,44.861
168,20.6681,1234.919,1177.527,1175.531,30.25, ,4.9865,,57.392
169,20.6721,1239.897,1177.472,1175.476,30.25, ,4.9855,,62.425
170,20.6761,1221.039,1177.416,1175.421,30.25, ,4.9846,,43.623
171,20.6801,1236.091,1177.361,1175.365,30.25, ,4.9836,,58.73
172,20.6841,1257.527,1177.306,1175.31,30.25, ,4.9826,,80.221
173,20.6881,1236.364,1177.25,1175.254,30.25, ,4.9817,,59.114
174,20.6921,1214.378,1177.195,1175.199,30.25, ,4.9807,,37.183
175,20.6961,1200.703,1177.14,1175.143,30.25, ,4.9798,,23.563
176,20.7001,1214.622,1177.085,1175.088,30.25, ,4.9788,,37.537
177,20.7041,1219.964,1177.029,1175.032,30.25, ,4.9779,,42.935
178,20.7081,1211.609,1176.974,1174.977,30.25, ,4.9769,,34.635
179,20.7121,1184.368,1176.919,1174.921,30.25, ,4.976,,7.449
180,20.7161,1164.122,1176.864,1174.866,30.25, ,4.975,,-12.742
181,20.7201,1204.002,1176.808,1174.811,30.25, ,4.9741,,27.194
182,20.7241,1186.679,1176.753,1174.755,30.25, ,4.9731,,9.926
183,20.7281,1132.248,1176.698,1174.7,30.25, ,4.9722,,-44.45
184,20.7321,1184.91,1176.642,1174.644,30.25, ,4.9712,,8.268
185,20.7361,1157.591,1176.587,1174.589,30.25, ,4.9703,,-18.996
186,20.7401,1192.291,1176.532,1174.533,30.25, ,4.9693,,15.759
187,20.7441,1162.082,1176.477,1174.478,30.25, ,4.9684,,-14.395
188,20.7481,1211.455,1176.421,1174.422,30.25, ,4.9674,,35.034
189,20.7521,1217.199,1176.366,1174.367,30.25, ,4.9665,,40.833
190,20.7561,1247.799,1176.311,1174.312,30.25, ,4.9655,,71.488
191,20.7601,1217.603,1176.256,1174.256,30.25, ,4.9646,,41.347
192,20.7641,1204.763,1176.2,1174.201,30.25, ,4.9637,,28.563
193,20.7681,1213.147,1176.145,1174.145,30.25, ,4.9627,,37.002
194,20.7721,1170.673,1176.09,1174.09,30.25, ,4.9618,,-5.417
195,20.7761,1181.491,1176.034,1174.034,30.25, ,4.9608,,5.457
196,20.7801,1199.166,1175.979,1173.979,30.25, ,4.9599,,23.187
197,20.7841,1185.133,1175.924,1173.923,30.25, ,4.9589,,9.209
198,20.7881,1221.358,1175.869,1173.868,30.25, ,4.958,,45.489
199,20.7921,1231.897,1175.813,1173.812,30.25, ,4.957,,56.084
200,20.7961,1242.008,1175.758,1173.757,30.25, ,4.9561,,66.25
201,20.8001,1229.538,1175.703,1173.702,30.25, ,4.9552,,53.835
202,20.8041,1209.344,1175.648,1173.646,30.25, ,4.9542,,33.696
203,20.8081,1207.684,1175.592,1173.591,30.25, ,4.9533,,32.092
204,20.8121,1180.623,1175.537,1173.535,30.25, ,4.9523,,5.086
205,20.8161,1185.985,1175.482,1173.48,30.25, ,4.9514,,10.503
206,20.8201,1180.93,1175.427,1173.424,30.25, ,4.9505,,5.503
207,20.8241,1188.716,1175.371,1173.369,30.25, ,4.9495,,13.345
208,20.8281,1201.571,1175.316,1173.313,30.25, ,4.9486,,26.255
209,20.8321,1132.729,1175.261,1173.258,30.25, ,4.9476,,-42.532
210,20.8361,1179.321,1175.205,1173.203,30.25, ,4.9467,,4.116
211,20.8401,1223.212,1175.15,1173.147,30.25, ,4.9458,,48.062
212,20.8441,1222.385,1175.095,1173.092,30.25, ,4.9448,,47.29
213,20.8481,1208.98,1175.04,1173.036,30.25, ,4.9439,,33.94
214,20.8521,1176.511,1174.984,1172.981,30.25, ,4.9429,,1.527
215,20.8561,1223.256,1174.929,1172.925,30.25, ,4.942,,48.327
216,20.8601,1200.634,1174.874,1172.87,30.25, ,4.9411,,25.76
217,20.8641,1227.666,1174.819,1172.814,30.25, ,4.9401,,52.847
218,20.8681,1268.257,1174.763,1172.759,30.25, ,4.9392,,93.494
219,20.8721,1194.818,1174.708,1172.704,30.25, ,4.9383,,20.11
220,20.8761,1168.991,1174.653,1172.648,30.25, ,4.9373,,-5.662
221,20.8801,1179.938,1174.598,1172.593,30.25, ,4.9364,,5.34
222,20.8841,1179.861,1174.542,1172.537,30.25, ,4.9354,,5.319
223,20.8881,1201.567,1174.487,1172.482,30.25, ,4.9345,,27.08
224,20.8921,1214.534,1174.432,1172.426,30.25, ,4.9336,,40.102
225,20.8961,1192.36,1174.377,1172.371,30.25, ,4.9326,,17.983
226,20.9001,1181.287,1174.321,1172.315,30.25, ,4.9317,,6.966
227,20.9041,1209.348,1174.266,1172.26,30.25, ,4.9308,,35.082
228,20.9081,1206.408,1174.211,1172.204,30.25, ,4.9298,,32.197
229,20.9121,1151.293,1174.156,1172.149,30.25, ,4.9289,,-22.863
230,20.9161,1185.972,1174.1,1172.094,30.25, ,4.928,,11.872
231,20.9201,1228.657,1174.045,1172.038,30.25, ,4.9271,,54.612
232,20.9241,1154.638,1173.99,1171.983,30.25, ,4.9261,,-19.352
233,20.9281,1155.303,1173.935,1171.927,30.25, ,4.9252,,-18.632
234,20.9321,1286.848,1173.879,1171.872,30.25, ,4.9243,,112.969
235,20.9361,1203.634,1173.824,1171.816,30.25, ,4.9233,,29.81
236,20.9401,1261.08,1173.769,1171.761,30.25, ,4.9224,,87.311
237,20.9441,1144.65,1173.714,1171.705,30.25, ,4.9215,,-29.064
238,20.9481,1172.445,1173.658,1171.65,30.25, ,4.9205,,-1.213
239,20.9521,1214.495,1173.603,1171.595,30.25, ,4.9196,,40.892
240,20.9561,1232.065,1173.548,1171.539,30.25, ,4.9187,,58.517
241,20.9601,1159.853,1173.492,1171.484,30.25, ,4.9178,,-13.639
242,20.9641,1237.224,1173.437,1171.428,30.25, ,4.9168,,63.787
243,20.9681,1252.446,1173.382,1171.373,30.25, ,4.9159,,79.064
244,20.9721,1245.216,1173.327,1171.317,30.25, ,4.915,,71.889
245,20.9761,1227.996,1173.271,1171.262,30.25, ,4.914,,54.725
246,20.9801,1228.67,1173.216,1171.206,30.25, ,4.9131,,55.454
247,20.9841,1247.22,1173.161,1171.151,30.25, ,4.9122,,74.059
248,20.9881,1232.246,1173.106,1171.095,30.25, ,4.9113,,59.14
249,20.9921,1208.765,1173.051,1171.04,30.25, ,4.9103,,35.714
250,20.9961,1200.971,1172.995,1170.985,30.25, ,4.9094,,27.976
251,21.0001,1200.442,1172.94,1170.929,30.25, ,4.9085,,27.502
252,21.0041,1230.035,1172.885,1170.874,30.25, ,4.9076,,57.15
253,21.0081,1243.805,1172.829,1170.818,30.25, ,4.9066,,70.976
254,21.0121,1219.715,1172.774,1170.763,30.25, ,4.9057,,46.941
255,21.0161,1212.509,1172.719,1170.707,30.25, ,4.9048,,39.79
256,21.0201,1232.161,1172.664,1170.652,30.25, ,4.9039,,59.497
257,21.0241,1217.691,1172.609,1170.596,30.25, ,4.9029,,45.082
258,21.0281,1213.21,1172.553,1170.541,30.25, ,4.902,,40.657
259,21.0321,1212.468,1172.498,1170.486,30.25, ,4.9011,,39.97
260,21.0361,1202.894,1172.443,1170.43,30.25, ,4.9002,,30.451
261,21.0401,1269.513,1172.388,1170.375,30.25, ,4.8993,,97.125
262,21.0441,1232.321,1172.332,1170.319,30.25, ,4.8983,,59.989
263,21.0481,1202.891,1172.277,1170.264,30.25, ,4.8974,,30.614
264,21.0521,1208.076,1172.222,1170.208,30.25, ,4.8965,,35.854
265,21.0561,1222.635,1172.167,1170.153,30.25, ,4.8956,,50.468
266,21.0601,1222.886,1172.111,1170.097,30.25, ,4.8947,,50.775
267,21.0641,1198.817,1172.056,1170.042,30.25, ,4.8937,,26.761
268,21.0681,1213.73,1172.001,1169.986,30.25, ,4.8928,,41.729
269,21.0721,1212.598,1171.946,1169.931,30.25, ,4.8919,,40.652
270,21.0761,1194.604,1171.89,1169.876,30.25, ,4.891,,22.714
271,21.0801,1170.388,1171.835,1169.82,30.25, ,4.8901,,-1.447
272,21.0841,1179.145,1171.78,1169.765,30.25, ,4.8892,,7.365
273,21.0881,1217.846,1171.725,1169.709,30.25, ,4.8882,,46.121
274,21.0921,1229.735,1171.669,1169.654,30.25, ,4.8873,,58.066
275,21.0961,1229.846,1171.614,1169.598,30.25, ,4.8864,,58.232
276,21.1001,1227.901,1171.559,1169.543,30.25, ,4.8855,,56.342
277,21.1041,1244.054,1171.504,1169.487,30.25, ,4.8846,,72.55
278,21.1081,1241.014,1171.448,1169.432,30.25, ,4.8837,,69.566
279,21.1121,1155.594,1171.393,1169.377,30.25, ,4.8827,,-15.799
280,21.1161,1210.592,1171.338,1169.321,30.25, ,4.8818,,39.254
281,21.1201,1236.206,1171.283,1169.266,30.25, ,4.8809,,64.923
282,21.1241,1262.737,1171.228,1169.21,30.25, ,4.88,,91.509
283,21.1281,1203.375,1171.172,1169.155,30.25, ,4.8791,,32.203
284,21.1321,1171.69,1171.117,1169.099,30.25, ,4.8782,,0.573
285,21.1361,1225.315,1171.062,1169.044,30.25, ,4.8773,,54.253
286,21.1401,1199.029,1171.007,1168.988,30.25, ,4.8763,,28.022
287,21.1441,1242.455,1170.951,1168.933,30.25, ,4.8754,,71.504
288,21.1481,1204.571,1170.896,1168.878,30.25, ,4.8745,,33.675
289,21.1521,1207.535,1170.841,1168.822,30.25, ,4.8736,,36.694
290,21.1561,1200.067,1170.786,1168.767,30.25, ,4.8727,,29.281
291,21.1601,1197.835,1170.73,1168.711,30.25, ,4.8718,,27.105
292,21.1641,1174.009,1170.675,1168.656,30.25, ,4.8709,,3.334
293,21.1681,1198.839,1170.62,1168.6,30.25, ,4.87,,28.219
294,21.1721,1264.093,1170.565,1168.545,30.25, ,4.8691,,93.528
295,21.1761,1220.168,1170.51,1168.489,30.25, ,4.8682,,49.658
296,21.1801,1133.427,1170.454,1168.434,30.25, ,4.8672,,-37.027
297,21.1841,1176.234,1170.399,1168.378,30.25, ,4.8663,,5.835
298,21.1881,1250.107,1170.344,1168.323,30.25, ,4.8654,,79.763
299,21.1921,1236.265,1170.289,1168.268,30.25, ,4.8645,,65.976
300,21.1961,1236.934,1170.233,1168.212,30.25, ,4.8636,,66.701
301,21.2001,1233.958,1170.178,1168.157,30.25, ,4.8627,,63.78
302,21.2041,1198.685,1170.123,1168.101,30.25, ,4.8618,,28.562
303,21.2081,1208.948,1170.068,1168.046,30.25, ,4.8609,,38.88
304,21.2121,1134.886,1170.012,1167.99,30.25, ,4.86,,-35.126
305,21.2161,1136.179,1169.957,1167.935,30.25, ,4.8591,,-33.778
306,21.2201,1196.053,1169.902,1167.879,30.25, ,4.8582,,26.151
307,21.2241,1164.457,1169.847,1167.824,30.25, ,4.8573,,-5.39
308,21.2281,1220.21,1169.792,1167.769,30.25, ,4.8564,,50.418
309,21.2321,1152.403,1169.736,1167.713,30.25, ,4.8555,,-17.333
310,21.2361,1203.575,1169.681,1167.658,30.25, ,4.8546,,33.894
311,21.2401,1204.54,1169.626,1167.602,30.25, ,4.8537,,34.914
312,21.2441,1206.237,1169.571,1167.547,30.25, ,4.8527,,36.666
313,21.2481,1188.753,1169.516,1167.491,30.25, ,4.8518,,19.237
314,21.2521,1190.021,1169.46,1167.436,30.25, ,4.8509,,20.561
315,21.2561,1199.38,1169.405,1167.38,30.25, ,4.85,,29.975
316,21.2601,1213.882,1169.35,1167.325,30.25, ,4.8491,,44.532
317,21.2641,1229.456,1169.295,1167.269,30.25, ,4.8482,,60.161
318,21.2681,1201.164,1169.239,1167.214,30.25, ,4.8473,,31.925
319,21.2721,1175.975,1169.184,1167.159,30.25, ,4.8464,,6.791
320,21.2761,1190.466,1169.129,1167.103,30.25, ,4.8455,,21.337
321,21.2801,1190.505,1169.074,1167.048,30.25, ,4.8446,,21.431
322,21.2841,1180.191,1169.018,1166.992,30.25, ,4.8437,,11.173
323,21.2881,1174.717,1168.963,1166.937,30.25, ,4.8428,,5.754
324,21.2921,1179.06,1168.908,1166.881,30.25, ,4.8419,,10.152
325,21.2961,1210.238,1168.853,1166.826,30.25, ,4.841,,41.385
326,21.3001,1224.766,1168.798,1166.77,30.25, ,4.8401,,55.968
327,21.3041,1305.223,1168.742,1166.715,30.25, ,4.8392,,136.481
328,21.3081,1311.76,1168.687,1166.66,30.25, ,4.8383,,143.073
329,21.3121,1156.923,1168.632,1166.604,30.25, ,4.8374,,-11.709
330,21.3161,1150.221,1168.577,1166.549,30.25, ,4.8365,,-18.356
331,21.3201,1194.524,1168.521,1166.493,30.25, ,4.8357,,26.003
332,21.3241,1219.092,1168.466,1166.438,30.25, ,4.8348,,50.626
333,21.3281,1246.426,1168.411,1166.382,30.25, ,4.8339,,78.015
334,21.3321,1197.569,1168.356,1166.327,30.25, ,4.833,,29.213
335,21.3361,1253.081,1168.301,1166.271,30.25, ,4.8321,,84.78
336,21.3401,1233.386,1168.245,1166.216,30.25, ,4.8312,,65.141
337,21.3441,1229.44,1168.19,1166.161,30.25, ,4.8303,,61.25
338,21.3481,1243.406,1168.135,1166.105,30.25, ,4.8294,,75.271
339,21.3521,1253.784,1168.08,1166.05,30.25, ,4.8285,,85.704
340,21.3561,1237.648,1168.025,1165.994,30.25, ,4.8276,,69.623
341,21.3601,1206.871,1167.969,1165.939,30.25, ,4.8267,,38.902
342,21.3641,1189.259,1167.914,1165.883,30.25, ,4.8258,,21.345
343,21.3681,1188.868,1167.859,1165.828,30.25, ,4.8249,,21.009
344,21.3721,1216.288,1167.804,1165.772,30.25, ,4.824,,48.484
345,21.3761,1250.211,1167.749,1165.717,30.25, ,4.8231,,82.462
346,21.3801,1236.52,1167.693,1165.661,30.25, ,4.8222,,68.827
347,21.3841,1234.979,1167.638,1165.606,30.25, ,4.8213,,67.341
348,21.3881,1270.671,1167.583,1165.551,30.25, ,4.8205,,103.088
349,21.3921,1194.069,1167.528,1165.495,30.25, ,4.8196,,26.541
350,21.3961,1277.293,1167.473,1165.44,30.25, ,4.8187,,109.82
351,21.4001,1215.765,1167.417,1165.384,30.25, ,4.8178,,48.348
352,21.4041,1201.017,1167.362,1165.329,30.25, ,4.8169,,33.655
353,21.4081,1168.148,1167.307,1165.273,30.25, ,4.816,,0.841
354,21.4121,1246.658,1167.252,1165.218,30.25, ,4.8151,,79.406
355,21.4161,1208.161,1167.197,1165.162,30.25, ,4.8142,,40.964
356,21.4201,1309.706,1167.141,1165.107,30.25, ,4.8133,,142.565
357,21.4241,1184.182,1167.086,1165.052,30.25, ,4.8124,,17.096
358,21.4281,1165.644,1167.031,1164.996,30.25, ,4.8116,,-1.387
359,21.4321,1165.144,1166.976,1164.941,30.25, ,4.8107,,-1.832
360,21.4361,1260.271,1166.921,1164.885,30.25, ,4.8098,,93.35
361,21.4401,1241.088,1166.865,1164.83,30.25, ,4.8089,,74.223
362,21.4441,1226.64,1166.81,1164.774,30.25, ,4.808,,59.83
363,21.4481,1209.51,1166.755,1164.719,30.25, ,4.8071,,42.755
364,21.4521,1251.486,1166.7,1164.663,30.25, ,4.8062,,84.786
365,21.4561,1272.32,1166.645,1164.608,30.25, ,4.8054,,105.675
