Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],Error [cts]
122.9881,995.7165,961.0757,961.0757,34.6408
122.9921,952.9378,961.0683,961.0683,-8.1305
122.9961,967.0028,961.0609,961.0609,5.9419
123.0001,1062.848,961.0536,961.0536,101.7944
123.0041,1004.444,961.0462,961.0462,43.3978
123.0081,962.051,961.0388,961.0388,1.0122
123.0121,1000.424,961.0314,961.0315,39.3926
123.0161,982.8158,961.0241,961.0241,21.7917
123.0201,967.2903,961.0167,961.0167,6.2736
123.0241,1021.342,961.0093,961.0093,60.3327
123.0281,1048.638,961.002,961.002,87.636
123.0321,1041.183,960.9946,960.9946,80.1884
123.0361,1005.764,960.9872,960.9872,44.7768
123.0401,1008.206,960.9799,960.9799,47.2261
123.0441,1018.909,960.9725,960.9725,57.9365
123.0481,1026.374,960.9651,960.9651,65.4089
123.0521,1033.184,960.9976,960.9578,72.1864
123.0561,1014.475,960.9953,960.9504,53.4797
123.0601,975.084,960.9941,960.943,14.0899
123.0641,972.3551,960.9943,960.9357,11.3608
123.0681,1037.419,960.9963,960.9283,76.4227
123.0721,1022.198,961.0007,960.9209,61.1973
123.0761,970.0274,961.0084,960.9135,9.019
123.0801,1000.999,961.0209,960.9062,39.9781
123.0841,992.102,961.0402,960.8988,31.0618
123.0881,1042.791,961.0699,960.8914,81.7211
123.0921,995.0451,961.1161,960.8841,33.929
123.0961,990.2641,961.1905,960.8767,29.0736
123.1001,981.6472,961.3155,960.8693,20.3317
123.1041,972.9879,961.5495,960.862,11.4384
123.1081,984.2488,962.1644,960.8546,22.0844
123.1121,1032.972,964.4797,960.8472,68.4923
123.1161,1003.974,970.6267,960.8398,33.3473
123.1201,1001.713,975.291,960.8325,26.422
123.1241,1008.905,969.2169,960.8251,39.6881
123.1281,1021.455,963.7774,960.8177,57.6776
123.1321,1001.661,961.9429,960.8104,39.7181
123.1361,962.1366,960.803,960.803,1.3336
123.1401,985.6037,960.7957,960.7956,24.808
123.1441,1002.958,960.7883,960.7883,42.1697
123.1481,979.142,960.7809,960.7809,18.3611
123.1521,996.9425,960.7735,960.7735,36.169
123.1561,990.533,960.7662,960.7662,29.7668
123.1601,947.9066,960.7588,960.7588,-12.8522
123.1641,1003.118,960.7514,960.7514,42.3666
123.1681,1031.114,960.744,960.744,70.37
123.1721,984.7763,960.7367,960.7367,24.0396
123.1761,1012.705,960.7293,960.7293,51.9757
123.1801,996.7727,960.7219,960.7219,36.0508
123.1841,988.5981,960.7145,960.7146,27.8836
123.1881,1022.618,960.7072,960.7072,61.9108
123.1921,994.8526,960.6998,960.6998,34.1528
123.1961,1043.892,960.6924,960.6925,83.1996
123.2001,1019.295,960.6851,960.6851,58.6099
123.2041,1040.923,960.6777,960.6777,80.2453
123.2081,1047.136,960.6703,960.6703,86.4657
123.2121,1007.687,960.663,960.663,47.024
123.2161,1011.851,960.6556,960.6556,51.1954
123.2201,1037.051,960.6483,960.6482,76.4027
123.2241,1028.024,960.6409,960.6409,67.3831
123.2281,1029.163,960.6335,960.6335,68.5295
123.2321,1001.057,960.6262,960.6261,40.4308
123.2361,1024.767,960.6188,960.6188,64.1482
123.2401,1054.935,960.6114,960.6114,94.3236
123.2441,1036.978,960.604,960.604,76.374
123.2481,1036.616,960.5967,960.5967,76.0193
123.2521,1020.213,960.5893,960.5893,59.6237
123.2561,987.2798,960.5819,960.5819,26.6979
123.2601,974.1165,960.5745,960.5745,13.542
123.2641,983.3015,960.5672,960.5672,22.7343
123.2681,1081.267,960.5598,960.5598,120.7072
123.2721,1049.971,960.5524,960.5524,89.4186
123.2761,969.083,960.545,960.5451,8.538
123.2801,976.6085,960.5377,960.5377,16.0708
123.2841,941.0669,960.5303,960.5303,-19.4634
123.2881,975.5347,960.5229,960.523,15.0118
123.2921,951.4773,960.5156,960.5156,-9.0383
123.2961,971.0998,960.5082,960.5082,10.5916
123.3001,1049.985,960.5009,960.5008,89.4841
123.3041,1020.697,960.4935,960.4935,60.2035
123.3081,1009.605,960.4861,960.4861,49.1189
123.3121,1048.002,960.4788,960.4787,87.5232
123.3161,1050.708,960.4714,960.4714,90.2366
123.3201,1011.157,960.464,960.464,50.693
123.3241,995.1619,960.4566,960.4566,34.7053
123.3281,1021.275,960.4493,960.4493,60.8257
123.3321,1034.764,960.4419,960.4419,74.3221
123.3361,1026.539,960.4345,960.4345,66.1045
123.3401,1009.984,960.4271,960.4272,49.5569
123.3441,993.9878,960.4198,960.4198,33.568
123.3481,1004.765,960.4124,960.4124,44.3526
123.3521,1014.539,960.405,960.405,54.134
123.3561,994.5514,960.3976,960.3977,34.1538
123.3601,981.2326,960.3903,960.3903,20.8423
123.3641,1028.044,960.3829,960.3829,67.6611
123.3681,1062.832,960.3755,960.3756,102.4565
123.3721,1056.489,960.3682,960.3682,96.1208
123.3761,1032.084,960.3608,960.3608,71.7232
123.3801,1071.339,960.3535,960.3535,110.9855
123.3841,1022.651,960.3461,960.3461,62.3049
123.3881,983.3002,960.3387,960.3387,22.9615
123.3921,966.583,960.3314,960.3313,6.2516
123.3961,984.927,960.324,960.324,24.603
123.4001,1030.43,960.3166,960.3166,70.1134
123.4041,993.1843,960.3093,960.3092,32.875
123.4081,979.3607,960.3019,960.3019,19.0588
123.4121,1046.967,960.2945,960.2945,86.6725
123.4161,1082.391,960.2871,960.2871,122.1039
123.4201,1034.189,960.2798,960.2798,73.9092
123.4241,1018.345,960.2724,960.2724,58.0726
123.4281,1061.996,960.265,960.265,101.731
123.4321,1083.324,960.2576,960.2577,123.0664
123.4361,1046.51,960.2503,960.2503,86.2597
123.4401,988.9582,960.2429,960.2429,28.7153
123.4441,979.0648,960.2355,960.2355,18.8293
123.4481,1002.634,960.2281,960.2282,42.4059
123.4521,1062.644,960.2208,960.2208,102.4232
123.4561,1053.802,960.2134,960.2134,93.5886
123.4601,991.8672,960.2061,960.2061,31.6611
123.4641,983.0231,960.1987,960.1987,22.8244
123.4681,1136.085,960.1913,960.1913,175.8937
123.4721,1020.764,960.184,960.184,60.58
123.4761,1035.519,960.1766,960.1766,75.3424
123.4801,996.7373,960.1692,960.1692,36.5681
123.4841,1009.049,960.1619,960.1618,48.8871
123.4881,1030.827,960.1545,960.1545,70.6725
123.4921,1006.134,960.1471,960.1471,45.9869
123.4961,1006.045,960.1397,960.1397,45.9053
123.5001,1028.709,960.1324,960.1324,68.5766
123.5041,1048.712,960.125,960.125,88.587
123.5081,1013.589,960.1176,960.1176,53.4714
123.5121,991.9877,960.1296,960.1103,31.8581
123.5161,1020.623,960.1247,960.1029,60.4983
123.5201,1047.095,960.1202,960.0955,86.9748
123.5241,1035.461,960.1165,960.0882,75.3445
123.5281,1023.395,960.1135,960.0808,63.2815
123.5321,1052.524,960.1116,960.0734,92.4124
123.5361,1041.701,960.1113,960.066,81.5897
123.5401,980.1695,960.113,960.0587,20.0565
123.5441,976.9518,960.118,960.0513,16.8338
123.5481,991.8016,960.1274,960.0439,31.6742
123.5521,1082.406,960.144,960.0366,122.262
123.5561,1028.718,960.1725,960.0292,68.5455
123.5601,1098.584,960.222,960.0218,138.362
123.5641,961.1791,960.3135,960.0145,0.8656
123.5681,1100.008,960.5264,960.0071,139.4816
123.5721,1035.68,961.2955,959.9997,74.3845
123.5761,957.1046,963.7558,959.9923,-6.6512
123.5801,910.5569,967.1196,959.985,-56.5627
123.5841,1036.794,965.4119,959.9776,71.3821
123.5881,1023.421,962.0837,959.9702,61.3373
123.5921,1060.751,960.703,959.9629,100.048
123.5961,1029.341,959.9555,959.9555,69.3855
123.6001,1029.698,959.9481,959.9481,69.7499
123.6041,1040.467,959.9407,959.9408,80.5263
123.6081,1038.021,959.9334,959.9334,78.0876
123.6121,1024.522,959.926,959.926,64.596
123.6161,1050.779,959.9186,959.9187,90.8604
123.6201,1063.527,959.9113,959.9113,103.6157
123.6241,1015.34,959.9039,959.9039,55.4361
123.6281,993.7586,959.8965,959.8965,33.8621
123.6321,1009.611,959.8892,959.8892,49.7218
123.6361,1050.907,959.8818,959.8818,91.0252
123.6401,1048.672,959.8745,959.8744,88.7975
123.6441,1027.391,959.8671,959.8671,67.5239
123.6481,980.7557,959.8597,959.8597,20.896
123.6521,1044.467,959.8523,959.8523,84.6147
123.6561,1037.612,959.845,959.845,77.767
123.6601,1025.473,959.8376,959.8376,65.6354
123.6641,1036.683,959.8302,959.8302,76.8528
123.6681,1038.146,959.8229,959.8228,78.3231
123.6721,1040.129,959.8155,959.8155,80.3135
123.6761,1029.942,959.8081,959.8081,70.1339
123.6801,1032.48,959.8007,959.8007,72.6793
123.6841,1038.678,959.7934,959.7934,78.8846
123.6881,1054.545,959.786,959.786,94.759
123.6921,1054.899,959.7786,959.7786,95.1204
123.6961,1004.25,959.7712,959.7713,44.4788
123.7001,997.0231,959.7994,959.7639,37.2237
123.7041,1013.503,959.7957,959.7565,53.7073
123.7081,1039.207,959.7926,959.7492,79.4144
123.7121,1028.88,959.7903,959.7418,69.0897
123.7161,1029.239,959.7892,959.7344,69.4498
123.7201,1085.808,959.7896,959.727,126.0184
123.7241,1054.165,959.7919,959.7197,94.3731
123.7281,1025.683,959.7968,959.7123,65.8862
123.7321,990.1925,959.8057,959.7049,30.3868
123.7361,1022.195,959.8204,959.6976,62.3746
123.7401,996.1631,959.8439,959.6902,36.3192
123.7441,1014.596,959.882,959.6828,54.714
123.7481,1085.705,959.9456,959.6755,125.7594
123.7521,1061.361,960.059,959.6681,101.302
123.7561,1022.106,960.3058,959.6607,61.8002
123.7601,1029.658,961.1484,959.6533,68.5096
123.7641,1049.096,964.0081,959.646,85.0879
123.7681,1091.731,968.6184,959.6386,123.1126
123.7721,1014.665,967.3848,959.6312,47.2802
123.7761,1035.127,962.8367,959.6239,72.2903
123.7801,1048.224,960.7444,959.6165,87.4796
123.7841,1042.653,959.6557,959.6091,82.9973
123.7881,1045.517,959.6541,959.6018,85.8629
123.7921,1014.605,959.6539,959.5944,54.9511
123.7961,1023.736,959.6555,959.587,64.0805
123.8001,1077.663,959.6594,959.5797,118.0036
123.8041,1096.649,959.6667,959.5723,136.9823
123.8081,1064.699,959.6793,959.5649,105.0197
123.8121,1039.954,959.6995,959.5575,80.2545
123.8161,1048.982,959.7325,959.5502,89.2495
123.8201,1055.846,959.7877,959.5428,96.0583
123.8241,1059.279,959.8863,959.5354,99.3927
123.8281,1066.353,960.1031,959.5281,106.2499
123.8321,1032.787,960.853,959.5207,71.934
123.8361,1071.81,963.3484,959.5133,108.4616
123.8401,1056.618,967.2155,959.506,89.4025
123.8441,997.208,965.9525,959.4986,31.2555
123.8481,1000.08,962.1451,959.4912,37.9349
123.8521,1046.069,960.4537,959.4838,85.6153
123.8561,1006.234,959.5694,959.4765,46.6646
123.8601,1048.186,959.5787,959.4691,88.6073
123.8641,1046.938,959.5928,959.4617,87.3452
123.8681,1054.216,959.6139,959.4544,94.6021
123.8721,1019.284,959.6453,959.447,59.6387
123.8761,1048.398,959.6927,959.4396,88.7053
123.8801,1036.213,959.7657,959.4323,76.4473
123.8841,1050.645,959.8834,959.4249,90.7616
123.8881,1036.524,960.0864,959.4175,76.4376
123.8921,1004.639,960.4984,959.4102,44.1406
123.8961,989.2583,961.7949,959.4028,27.4634
123.9001,1022.951,966.4487,959.3954,56.5023
123.9041,1050.069,975.5848,959.388,74.4842
123.9081,1021.857,976.0781,959.3807,45.7789
123.9121,1042.647,966.9066,959.3733,75.7404
123.9161,1039.643,961.9108,959.3659,77.7322
123.9201,1083.216,959.3585,959.3586,123.8575
123.9241,1086.26,959.3511,959.3512,126.9089
123.9281,957.4392,959.3436,959.3438,-1.9044
123.9321,1012.216,959.3362,959.3365,52.8798
123.9361,1075.532,959.3289,959.3291,116.2031
123.9401,976.4953,959.3215,959.3217,17.1738
123.9441,1034.899,959.3141,959.3143,75.5849
123.9481,1001.626,959.3068,959.307,42.3192
123.9521,1070.456,959.2994,959.2996,111.1566
123.9561,996.8174,959.2921,959.2922,37.5253
123.9601,1054.35,959.2846,959.2849,95.0654
123.9641,1040.156,959.2773,959.2775,80.8787
123.9681,1033.844,959.2699,959.2701,74.5741
123.9721,1030.196,959.2625,959.2628,70.9335
123.9761,1023.51,959.2551,959.2554,64.2549
123.9801,1042.338,959.2477,959.248,83.0903
123.9841,1053.116,959.2404,959.2407,93.8756
123.9881,1013.328,959.2329,959.2333,54.0951
123.9921,981.6181,959.2255,959.2259,22.3926
123.9961,1003.279,959.2181,959.2185,44.0609
124.0001,1040.742,959.2108,959.2112,81.5312
124.0041,1073.223,959.2033,959.2038,114.0197
124.0081,1061.41,959.1959,959.1964,102.2141
124.0121,1021.735,959.1885,959.1891,62.5465
124.0161,1032.678,959.1811,959.1817,73.4969
124.0201,1076.095,959.1736,959.1743,116.9214
124.0241,1042.547,959.1662,959.167,83.3808
124.0281,998.083,959.1588,959.1596,38.9242
124.0321,998.6922,959.1514,959.1522,39.5408
124.0361,1055.181,959.1439,959.1448,96.0371
124.0401,991.104,959.1365,959.1375,31.9675
124.0441,1011.857,959.129,959.1301,52.728
124.0481,985.5211,959.1216,959.1227,26.3995
124.0521,1098.307,959.1141,959.1154,139.1929
124.0561,1021.95,959.1066,959.108,62.8434
124.0601,1031.319,959.0992,959.1006,72.2198
124.0641,1013.891,959.0917,959.0933,54.7993
124.0681,1037.115,959.0842,959.0859,78.0308
124.0721,1029.418,959.0767,959.0785,70.3413
124.0761,1023.429,959.0693,959.0712,64.3597
124.0801,1015.992,959.0618,959.0638,56.9302
124.0841,1030.454,959.0543,959.0564,71.3997
124.0881,1033.629,959.0468,959.049,74.5822
124.0921,1011.005,959.0393,959.0417,51.9657
124.0961,1028.716,959.0318,959.0343,69.6842
124.1001,1044.909,959.0243,959.0269,85.8847
124.1041,1070.26,959.0168,959.0196,111.2432
124.1081,1041.8,959.0093,959.0122,82.7907
124.1121,1062.343,959.0017,959.0048,103.3413
124.1161,1065.483,958.9941,958.9975,106.4889
124.1201,1083.305,958.9866,958.9901,124.3184
124.1241,1006.068,958.9872,958.9827,47.0808
124.1281,1003.429,958.9801,958.9753,44.4489
124.1321,1012.046,958.973,958.968,53.073
124.1361,1067.4,958.9661,958.9606,108.4339
124.1401,996.0832,958.9592,958.9532,37.124
124.1441,1018.834,958.9523,958.9459,59.8817
124.1481,1034.348,958.9456,958.9385,75.4024
124.1521,1066.252,958.939,958.9311,107.313
124.1561,1012.892,958.9326,958.9238,53.9594
124.1601,1001.206,958.9264,958.9164,42.2796
124.1641,1006.271,958.9203,958.909,47.3507
124.1681,1059.889,958.9147,958.9017,100.9743
124.1721,1049.611,958.9092,958.8943,90.7018
124.1761,1018.737,958.9042,958.8869,59.8328
124.1801,1024.708,958.8997,958.8795,65.8083
124.1841,1056.41,958.8957,958.8722,97.5143
124.1881,1060.638,958.8925,958.8648,101.7455
124.1921,1011.663,958.8904,958.8574,52.7726
124.1961,1044.273,958.8896,958.8501,85.3834
124.2001,1097.282,958.891,958.8427,138.391
124.2041,1086.764,958.8953,958.8353,127.8687
124.2081,965.8468,958.9043,958.828,6.9425
124.2121,1000.157,958.9211,958.8206,41.2359
124.2161,1034.573,958.9514,958.8132,75.6216
124.2201,1048.376,959.0087,958.8058,89.3673
124.2241,1028.27,959.1427,958.7985,69.1273
124.2281,995.691,959.6237,958.7911,36.0673
124.2321,1005.96,961.1926,958.7837,44.7674
124.2361,998.6367,963.4449,958.7764,35.1918
124.2401,1016.797,962.4448,958.769,54.3522
124.2441,979.6433,960.2227,958.7616,19.4206
124.2481,981.2042,959.2761,958.7543,21.9281
124.2521,1004.976,959.0173,958.7469,45.9587
124.2561,1035.204,958.9225,958.7395,76.2815
124.2601,992.1526,958.8708,958.7321,33.2818
124.2641,986.0316,958.8387,958.7248,27.1929
124.2681,1008.154,958.8181,958.7174,49.3359
124.2721,1027.72,958.8049,958.71,68.9151
124.2761,1007.452,958.7981,958.7027,48.6539
124.2801,972.6283,958.7974,958.6953,13.8309
124.2841,1023.653,958.8045,958.6879,64.8485
124.2881,1042.993,958.8234,958.6806,84.1696
124.2921,994.6516,958.8638,958.6732,35.7878
124.2961,975.4797,958.9586,958.6658,16.5211
124.3001,1006.095,959.2902,958.6585,46.8048
124.3041,1067.711,960.4467,958.6511,107.2643
124.3081,979.1964,962.4302,958.6437,16.7662
124.3121,928.8525,962.0663,958.6363,-33.2138
124.3161,956.2249,960.0989,958.629,-3.874
124.3201,1060.586,959.1544,958.6216,101.4316
124.3241,993.9501,958.8944,958.6142,35.0557
124.3281,922.4484,958.8084,958.6069,-36.36
124.3321,982.2508,958.7667,958.5995,23.4841
124.3361,1005.97,958.7458,958.5921,47.2242
124.3401,966.7464,958.7391,958.5848,8.0073
124.3441,988.0853,958.745,958.5774,29.3403
124.3481,998.1895,958.7659,958.57,39.4236
124.3521,1001.266,958.8085,958.5626,42.4575
124.3561,1012.531,958.8888,958.5553,53.6422
124.3601,997.8295,959.0515,958.5479,38.778
124.3641,994.5834,959.5206,958.5405,35.0628
124.3681,991.6829,961.2941,958.5332,30.3888
124.3721,1001.151,965.5787,958.5258,35.5723
124.3761,1011.657,967.7231,958.5184,43.9339
124.3801,946.3182,963.353,958.5111,-17.0348
124.3841,963.5478,960.1769,958.5037,3.3709
124.3881,1040.648,959.1744,958.4963,81.4736
124.3921,1045.066,958.8835,958.489,86.1825
124.3961,886.0702,958.7484,958.4816,-72.6782
124.4001,947.3642,958.6672,958.4742,-11.303
124.4041,1020.185,958.6129,958.4668,61.5721
124.4081,976.1513,958.5741,958.4595,17.5772
124.4121,955.0876,958.5446,958.4521,-3.457
124.4161,1052.661,958.5211,958.4447,94.1399
124.4201,1020.731,958.5015,958.4374,62.2295
124.4241,1084.406,958.4847,958.43,125.9213
124.4281,1040.894,958.4677,958.4203,82.4263
124.4321,972.3919,958.452,958.4107,13.9399
124.4361,972.1157,958.4374,958.401,13.6783
124.4401,1006.247,958.4236,958.3913,47.8234
124.4441,984.5849,958.4106,958.3816,26.1743
124.4481,958.7554,958.3981,958.372,0.3573
124.4521,1002.882,958.386,958.3623,44.496
124.4561,1045.298,958.3741,958.3526,86.9239
124.4601,1026.493,958.3627,958.3429,68.1303
124.4641,998.1942,958.3513,958.3333,39.8429
124.4681,1009.723,958.3403,958.3236,51.3827
124.4721,1025.197,958.3293,958.3139,66.8677
124.4761,990.8738,958.3185,958.3043,32.5553
124.4801,958.6822,958.3078,958.2946,0.3744
124.4841,969.8511,958.2972,958.2849,11.5539
124.4881,955.4535,958.2867,958.2752,-2.8332
124.4921,1037.236,958.2764,958.2656,78.9596
124.4961,971.2399,958.266,958.2559,12.9739
124.5001,966.9627,958.2557,958.2462,8.707
124.5041,1040.745,958.2454,958.2365,82.4996
124.5081,1021.596,958.2352,958.2269,63.3608
124.5121,1014.578,958.225,958.2172,56.353
124.5161,1033.049,958.2149,958.2075,74.8341
124.5201,970.4386,958.2048,958.1979,12.2338
124.5241,1005.997,958.1947,958.1882,47.8023
124.5281,958.0002,958.1846,958.1785,-0.1844
124.5321,1002.873,958.1746,958.1688,44.6984
124.5361,1031.476,958.1646,958.1592,73.3114
124.5401,1025.151,958.1486,958.1495,67.0024
124.5441,986.6726,958.1389,958.1398,28.5337
124.5481,951.0253,958.1292,958.1302,-7.1039
124.5521,988.4673,958.1194,958.1205,30.3479
124.5561,1041.979,958.1097,958.1108,83.8693
124.5601,1014.7,958.1,958.1011,56.6
124.5641,977.5856,958.0902,958.0915,19.4954
124.5681,1000.395,958.0805,958.0818,42.3145
124.5721,1026.206,958.0708,958.0721,68.1352
124.5761,1033.457,958.061,958.0624,75.396
124.5801,997.9868,958.0513,958.0528,39.9355
124.5841,1014.325,958.0415,958.0431,56.2835
124.5881,964.6753,958.0318,958.0334,6.6435
124.5921,997.9148,958.022,958.0238,39.8928
124.5961,950.0203,958.0123,958.0141,-7.992
124.6001,926.0843,958.0024,958.0044,-31.9181
124.6041,1024.549,957.9927,957.9947,66.5563
124.6081,1022.901,957.9829,957.9851,64.9181
124.6121,1060.257,957.9731,957.9754,102.2839
124.6161,985.2112,957.9634,957.9657,27.2478
124.6201,1023.436,957.9536,957.956,65.4824
124.6241,1026.59,957.9438,957.9464,68.6462
124.6281,1027.213,957.9342,957.9367,69.2788
124.6321,1005.874,957.9244,957.927,47.9496
124.6361,971.3301,957.9148,957.9174,13.4153
124.6401,983.216,957.9052,957.9077,25.3108
124.6441,979.1039,957.8955,957.898,21.2084
124.6481,959.6069,957.886,957.8883,1.7209
124.6521,978.8305,957.8763,957.8787,20.9542
124.6561,996.2292,957.8668,957.869,38.3624
124.6601,980.7821,957.8572,957.8593,22.9249
124.6641,980.9062,957.8477,957.8496,23.0585
124.6681,965.1236,957.8381,957.84,7.2855
124.6721,925.5801,957.8286,957.8303,-32.2485
124.6761,964.7809,957.819,957.8206,6.9619
124.6801,967.9514,957.8096,957.811,10.1418
124.6841,1009.155,957.8,957.8013,51.355
124.6881,985.3017,957.7905,957.7916,27.5112
124.6921,1001.283,957.7808,957.7819,43.5022
124.6961,950.5388,957.7713,957.7723,-7.2325
124.7001,967.8504,957.7617,957.7626,10.0887
124.7041,981.5407,957.7521,957.7529,23.7886
124.7081,1013.791,957.7425,957.7433,56.0485
124.7121,984.0193,957.733,957.7336,26.2863
124.7161,944.2864,957.7233,957.7239,-13.4369
124.7201,979.5851,957.7137,957.7142,21.8714
124.7241,1018.001,957.7041,957.7046,60.2969
124.7281,1015.905,957.6945,957.6949,58.2105
124.7321,1014.25,957.6849,957.6852,56.5651
124.7361,988.2926,957.6752,957.6755,30.6174
124.7401,967.0332,957.6656,957.6659,9.3676
124.7441,966.1474,957.6559,957.6562,8.4915
124.7481,961.1085,957.6463,957.6465,3.4622
124.7521,959.5037,957.6366,957.6369,1.8671
124.7561,998.9735,957.627,957.6272,41.3465
124.7601,1033.052,957.6173,957.6175,75.4347
124.7641,967.0633,957.6077,957.6078,9.4556
124.7681,967.9567,957.598,957.5982,10.3587
124.7721,936.4881,957.5883,957.5885,-21.1002
124.7761,916.9069,957.5786,957.5788,-40.6717
124.7801,986.4017,957.569,957.5691,28.8327
124.7841,990.8833,957.5593,957.5595,33.324
124.7881,1054.074,957.5497,957.5498,96.5243
124.7921,1016.069,957.54,957.5401,58.529
124.7961,974.1377,957.5303,957.5305,16.6074
124.8001,961.3312,957.5207,957.5208,3.8105
124.8041,1028.244,957.511,957.5111,70.733
124.8081,1037.093,957.5013,957.5014,79.5917
124.8121,988.8152,957.4916,957.4918,31.3236
124.8161,986.6466,957.482,957.4821,29.1646
124.8201,985.6739,957.4723,957.4724,28.2016
124.8241,999.8204,957.4627,957.4627,42.3577
124.8281,948.9772,957.453,957.4531,-8.4758
124.8321,968.1665,957.4434,957.4434,10.7231
124.8361,1012.49,957.4337,957.4337,55.0563
124.8401,1007.344,957.424,957.4241,49.92
124.8441,999.003,957.4143,957.4144,41.5887
124.8481,971.6843,957.4047,957.4047,14.2796
124.8521,1015.535,957.395,957.395,58.14
124.8561,1041.768,957.3853,957.3854,84.3827
124.8601,979.9687,957.3756,957.3757,22.5931
124.8641,978.5913,957.366,957.366,21.2253
124.8681,994.0779,957.3563,957.3564,36.7216
124.8721,986.6079,957.3466,957.3467,29.2613
124.8761,1012.388,957.337,957.337,55.051
124.8801,968.6866,957.3273,957.3273,11.3593
124.8841,990.7077,957.3176,957.3177,33.3901
124.8881,978.1415,957.3079,957.308,20.8336
124.8921,997.533,957.2983,957.2983,40.2347
124.8961,970.6844,957.2886,957.2886,13.3958
124.9001,1005.169,957.2789,957.279,47.8901
124.9041,1042.685,957.2692,957.2693,85.4158
124.9081,1008.462,957.2596,957.2596,51.2024
124.9121,977.7526,957.2499,957.25,20.5027
124.9161,916.8284,957.2402,957.2403,-40.4118
124.9201,955.8254,957.2305,957.2306,-1.4051
124.9241,1024.381,957.2209,957.2209,67.1601
124.9281,1017.771,957.2112,957.2113,60.5598
124.9321,977.4719,957.2015,957.2016,20.2704
124.9361,989.3848,957.1918,957.1919,32.193
124.9401,1053.2,957.1822,957.1822,96.0178
124.9441,1055.136,957.1725,957.1726,97.9635
124.9481,982.6101,957.1628,957.1629,25.4473
124.9521,1009.059,957.1533,957.1532,51.9057
124.9561,1036.644,957.1436,957.1436,79.5004
124.9601,1032.881,957.1339,957.1339,75.7471
124.9641,979.4895,957.1242,957.1242,22.3653
124.9681,1005.895,957.1146,957.1145,48.7804
124.9721,1023.582,957.1049,957.1049,66.4771
124.9761,1007.306,957.0952,957.0952,50.2108
124.9801,1011.959,957.0855,957.0855,54.8735
124.9841,954.6545,957.0759,957.0758,-2.4214
124.9881,1050.869,957.0662,957.0662,93.8028
124.9921,1050.799,957.0565,957.0565,93.7425
124.9961,981.7744,957.0468,957.0468,24.7276
125.0001,973.4671,957.0372,957.0372,16.4299
125.0041,977.0729,957.0275,957.0275,20.0454
125.0081,973.0335,957.0178,957.0178,16.0157
125.0121,1030.366,957.0081,957.0081,73.3579
125.0161,1011.014,956.9985,956.9985,54.0155
125.0201,1004.325,956.9888,956.9888,47.3362
125.0241,1002.579,956.9791,956.9791,45.5999
125.0281,943.8485,956.9695,956.9695,-13.121
125.0321,935.2028,956.9598,956.9598,-21.757
125.0361,1013.461,956.9501,956.9501,56.5109
125.0401,1054.195,956.9404,956.9404,97.2546
125.0441,988.6039,956.9308,956.9308,31.6731
125.0481,945.2805,956.9211,956.9211,-11.6406
125.0521,986.1763,956.9114,956.9114,29.2649
125.0561,957.2316,956.9017,956.9017,0.3299
125.0601,993.5622,956.8921,956.8921,36.6701
125.0641,990.2691,956.8824,956.8824,33.3867
125.0681,1037.294,956.8727,956.8727,80.4213
125.0721,942.5072,956.863,956.8631,-14.3558
125.0761,1025.043,956.8534,956.8534,68.1896
125.0801,978.7643,956.8437,956.8437,21.9206
125.0841,1002.885,956.834,956.834,46.051
125.0881,1044.07,956.8243,956.8244,87.2457
125.0921,1045.988,956.8147,956.8147,89.1733
125.0961,991.5626,956.805,956.805,34.7576
125.1001,1027.077,956.7953,956.7953,70.2817
125.1041,1043.715,956.7857,956.7857,86.9293
125.1081,990.8543,956.776,956.776,34.0783
125.1121,960.9434,956.7664,956.7663,4.177
125.1161,959.8113,956.7567,956.7567,3.0546
125.1201,984.4704,956.747,956.747,27.7234
125.1241,1013.099,956.7373,956.7373,56.3617
125.1281,997.6121,956.923,956.7276,40.6891
125.1321,982.1211,956.9383,956.718,25.1828
125.1361,987.62,956.9587,956.7083,30.6613
125.1401,985.0352,956.9857,956.6986,28.0495
125.1441,996.6179,957.0214,956.689,39.5965
125.1481,988.2715,957.0685,956.6793,31.203
125.1521,986.5633,957.1318,956.6696,29.4315
125.1561,993.7197,957.2172,956.6599,36.5025
125.1601,976.353,957.3352,956.6503,19.0178
125.1641,978.2679,957.5022,956.6406,20.7657
125.1681,1005.818,957.7472,956.6309,48.0708
125.1721,1054.427,958.1212,956.6212,96.3058
125.1761,1006.398,958.7284,956.6116,47.6696
125.1801,1007.824,959.8214,956.6019,48.0026
125.1841,958.7636,962.4792,956.5922,-3.7156
125.1881,1017.146,972.2561,956.5826,44.8899
125.1921,1050.903,1000.433,956.5729,50.47
125.1961,1019.396,1028.895,956.5632,-9.499
125.2001,962.0968,1003.241,956.5535,-41.1442
125.2041,1002.169,973.5775,956.5439,28.5915
125.2081,1022.986,962.7734,956.5342,60.2126
125.2121,997.8941,956.5245,956.5245,41.3696
125.2161,1003.061,956.5148,956.5148,46.5462
125.2201,998.0482,956.5052,956.5052,41.543
125.2241,997.2771,956.4955,956.4955,40.7816
125.2281,1021.826,956.4858,956.4858,65.3402
125.2321,1010.074,956.4761,956.4762,53.5979
125.2361,1020.616,956.4665,956.4665,64.1495
125.2401,1045.303,956.4568,956.4568,88.8462
