Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],Error [cts]
30.1201,1054.576,1028.392,1014.561,26.184
30.1241,997.78,1028.419,1014.512,-30.639
30.1281,1033.018,1028.446,1014.464,4.572
30.1321,999.5023,1028.474,1014.416,-28.9717
30.1361,1009.569,1028.501,1014.367,-18.932
30.1401,1034.516,1028.528,1014.319,5.988
30.1441,1000.931,1028.556,1014.27,-27.625
30.1481,968.302,1028.583,1014.222,-60.281
30.1521,1045.854,1028.61,1014.173,17.244
30.1561,1079.02,1028.638,1014.125,50.382
30.1601,1042.826,1028.665,1014.076,14.161
30.1641,1039.404,1028.692,1014.028,10.712
30.1681,1043.408,1028.72,1013.98,14.688
30.1721,1010.851,1028.747,1013.931,-17.896
30.1761,1022.101,1028.774,1013.883,-6.673
30.1801,998.2533,1028.801,1013.834,-30.5477
30.1841,1011.996,1028.828,1013.786,-16.832
30.1881,1064.226,1028.855,1013.737,35.371
30.1921,1079.362,1028.882,1013.689,50.48
30.1961,1018.782,1028.909,1013.64,-10.127
30.2001,1020.405,1028.936,1013.592,-8.531
30.2041,1037.339,1028.962,1013.544,8.377
30.2081,1017.143,1028.989,1013.495,-11.846
30.2121,1066.346,1029.015,1013.447,37.331
30.2161,1047.663,1029.042,1013.398,18.621
30.2201,1036.674,1029.068,1013.35,7.606
30.2241,993.5208,1029.094,1013.301,-35.5732
30.2281,1040.368,1029.12,1013.253,11.248
30.2321,1051.182,1029.145,1013.204,22.037
30.2361,1046.715,1029.171,1013.156,17.544
30.2401,1006.347,1029.196,1013.108,-22.849
30.2441,1081.027,1029.221,1013.059,51.806
30.2481,984.6582,1029.246,1013.011,-44.5878
30.2521,945.0326,1029.271,1012.962,-84.2384
30.2561,1063.162,1029.295,1012.914,33.867
30.2601,1066.624,1029.319,1012.865,37.305
30.2641,1015.498,1029.343,1012.817,-13.845
30.2681,1033.374,1029.367,1012.768,4.007
30.2721,1073.105,1029.391,1012.72,43.714
30.2761,1032.919,1029.414,1012.672,3.505
30.2801,1017.479,1029.437,1012.623,-11.958
30.2841,1039.592,1029.46,1012.575,10.132
30.2881,1046.412,1029.482,1012.526,16.93
30.2921,1081.653,1029.504,1012.478,52.149
30.2961,1084.164,1029.526,1012.429,54.638
30.3001,1043.032,1029.547,1012.381,13.485
30.3041,1064.689,1029.568,1012.332,35.121
30.3081,1063.744,1029.589,1012.284,34.155
30.3121,1017.66,1029.609,1012.236,-11.949
30.3161,1006.314,1029.629,1012.187,-23.315
30.3201,1046.318,1029.649,1012.139,16.669
30.3241,1053.049,1029.668,1012.09,23.381
30.3281,1052.478,1029.687,1012.042,22.791
30.3321,932.7849,1029.706,1011.993,-96.9211
30.3361,1032.269,1029.724,1011.945,2.545
30.3401,1010.248,1029.741,1011.896,-19.493
30.3441,984.9538,1029.758,1011.848,-44.8042
30.3481,1027.285,1029.775,1011.8,-2.49
30.3521,1034.877,1029.791,1011.751,5.086
30.3561,1036.792,1029.807,1011.703,6.985
30.3601,1042.052,1029.822,1011.654,12.23
30.3641,1015.331,1029.837,1011.606,-14.506
30.3681,1006.889,1029.851,1011.557,-22.962
30.3721,1009.622,1029.865,1011.509,-20.243
30.3761,1013.55,1029.878,1011.46,-16.328
30.3801,1029.033,1029.891,1011.412,-0.858
30.3841,1045.756,1029.903,1011.364,15.853
30.3881,1025.949,1029.914,1011.315,-3.965
30.3921,1019.722,1029.925,1011.267,-10.203
30.3961,1042.186,1029.936,1011.218,12.25
30.4001,1021.395,1029.945,1011.17,-8.55
30.4041,1009.853,1029.955,1011.121,-20.102
30.4081,1020.683,1029.963,1011.073,-9.28
30.4121,1024.865,1029.971,1011.024,-5.106
30.4161,1039.698,1029.978,1010.976,9.72
30.4201,1041.387,1029.985,1010.928,11.402
30.4241,973.085,1029.991,1010.879,-56.906
30.4281,1053.289,1029.996,1010.831,23.293
30.4321,1008.289,1030,1010.782,-21.711
30.4361,1010.085,1030.004,1010.734,-19.919
30.4401,1045.301,1030.008,1010.685,15.293
30.4441,992.6247,1030.01,1010.637,-37.3853
30.4481,995.3029,1030.012,1010.588,-34.7091
30.4521,1040.556,1030.013,1010.54,10.543
30.4561,1037.333,1030.013,1010.492,7.32
30.4601,988.33,1030.012,1010.443,-41.682
30.4641,955.0513,1030.011,1010.395,-74.9597
30.4681,1000.185,1030.009,1010.346,-29.824
30.4721,1007.866,1030.006,1010.298,-22.14
30.4761,991.8785,1030.002,1010.249,-38.1235
30.4801,1019.057,1029.998,1010.201,-10.941
30.4841,1039.848,1029.993,1010.152,9.855
30.4881,1019.511,1029.987,1010.104,-10.476
30.4921,1005.9,1029.98,1010.056,-24.08
30.4961,1022.344,1029.972,1010.007,-7.628
30.5001,1029.256,1029.963,1009.959,-0.707
30.5041,1038.125,1029.954,1009.91,8.171
30.5081,1053.24,1029.943,1009.862,23.297
30.5121,1013.445,1029.932,1009.813,-16.487
30.5161,989.5088,1029.92,1009.765,-40.4112
30.5201,1040.428,1029.907,1009.716,10.521
30.5241,985.2987,1029.893,1009.668,-44.5943
30.5281,1117.425,1029.878,1009.62,87.547
30.5321,1004.479,1029.862,1009.571,-25.383
30.5361,1029.571,1029.845,1009.523,-0.274
30.5401,1063.876,1029.828,1009.474,34.048
30.5441,1050.645,1029.809,1009.426,20.836
30.5481,996.8553,1029.789,1009.377,-32.9337
30.5521,998.75,1029.769,1009.329,-31.019
30.5561,1051.989,1029.748,1009.28,22.241
30.5601,1013.311,1029.725,1009.232,-16.414
30.5641,966.1182,1029.702,1009.184,-63.5838
30.5681,973.2408,1029.677,1009.135,-56.4362
30.5721,994.7911,1029.652,1009.087,-34.8609
30.5761,1019.867,1029.626,1009.038,-9.759
30.5801,1023.64,1029.598,1008.99,-5.958
30.5841,999.1305,1029.57,1008.941,-30.4395
30.5881,999.4565,1029.541,1008.893,-30.0845
30.5921,1004.977,1029.51,1008.844,-24.533
30.5961,986.3801,1029.479,1008.796,-43.0989
30.6001,984.5898,1029.447,1008.748,-44.8572
30.6041,1022.847,1029.413,1008.699,-6.566
30.6081,1023.925,1029.379,1008.651,-5.454
30.6121,1008.044,1029.343,1008.602,-21.299
30.6161,1013.572,1029.307,1008.554,-15.735
30.6201,1047.082,1029.269,1008.505,17.813
30.6241,1034.295,1029.231,1008.457,5.064
30.6281,1051.509,1029.192,1008.408,22.317
30.6321,1071.446,1029.151,1008.36,42.295
30.6361,1019.122,1029.109,1008.312,-9.987
30.6401,1016.019,1029.067,1008.263,-13.048
30.6441,1029.308,1029.023,1008.215,0.285
30.6481,1041.798,1028.979,1008.166,12.819
30.6521,987.0639,1028.933,1008.118,-41.8691
30.6561,971.6935,1028.886,1008.069,-57.1925
30.6601,993.031,1028.838,1008.021,-35.807
30.6641,994.2933,1028.79,1007.972,-34.4967
30.6681,1014.958,1028.74,1007.924,-13.782
30.6721,1023.313,1028.689,1007.876,-5.376
30.6761,1034.121,1028.637,1007.827,5.484
30.6801,1058.914,1028.584,1007.779,30.33
30.6841,1027.372,1028.531,1007.73,-1.159
30.6881,1060.114,1028.476,1007.682,31.638
30.6921,1018.394,1028.42,1007.633,-10.026
30.6961,998.7977,1028.363,1007.585,-29.5653
30.7001,1035.036,1028.305,1007.536,6.731
30.7041,1008.899,1028.246,1007.488,-19.347
30.7081,1018.717,1028.186,1007.44,-9.469
30.7121,1080.547,1028.125,1007.391,52.422
30.7161,1047.037,1028.063,1007.343,18.974
30.7201,1013.515,1028.001,1007.294,-14.486
30.7241,1017.837,1027.937,1007.246,-10.1
30.7281,1025.961,1027.872,1007.197,-1.911
30.7321,1056.989,1027.806,1007.149,29.183
30.7361,1074.379,1027.74,1007.1,46.639
30.7401,1037.12,1027.672,1007.052,9.448
30.7441,1030.875,1027.603,1007.004,3.272
30.7481,1035.544,1027.534,1006.955,8.01
30.7521,1042.886,1027.464,1006.907,15.422
30.7561,1062.003,1027.392,1006.858,34.611
30.7601,1047.79,1027.32,1006.81,20.47
30.7641,1014.733,1027.247,1006.761,-12.514
30.7681,1039.928,1027.168,1006.713,12.76
30.7721,1064.389,1027.093,1006.664,37.296
30.7761,1047.949,1027.017,1006.616,20.932
30.7801,1063.071,1026.94,1006.568,36.131
30.7841,1004.734,1026.863,1006.519,-22.129
30.7881,1020.567,1026.784,1006.471,-6.217
30.7921,1011.682,1026.705,1006.422,-15.023
30.7961,1025.425,1026.625,1006.374,-1.2
30.8001,1032.806,1026.544,1006.325,6.262
30.8041,1023.138,1026.462,1006.277,-3.324
30.8081,1022.18,1026.38,1006.228,-4.2
30.8121,1018.848,1026.296,1006.18,-7.448
30.8161,994.5602,1026.212,1006.132,-31.6518
30.8201,1008.689,1026.127,1006.083,-17.438
30.8241,1017.325,1026.042,1006.035,-8.717
30.8281,1047.404,1025.955,1005.986,21.449
30.8321,1025.051,1025.865,1005.938,-0.814
30.8361,1011.682,1025.778,1005.889,-14.096
30.8401,1046.937,1025.689,1005.841,21.248
30.8441,1059.562,1025.599,1005.792,33.963
30.8481,1041.902,1025.509,1005.744,16.393
30.8521,1042.284,1025.419,1005.696,16.865
30.8561,1018.168,1025.327,1005.647,-7.159
30.8601,993.3733,1025.235,1005.599,-31.8617
30.8641,1047.795,1025.142,1005.55,22.653
30.8681,1069.263,1025.049,1005.502,44.214
30.8721,975.213,1024.955,1005.453,-49.742
30.8761,967.6048,1024.86,1005.405,-57.2552
30.8801,1047.107,1024.765,1005.356,22.342
30.8841,1022.042,1024.669,1005.308,-2.627
30.8881,1066.002,1024.573,1005.26,41.429
30.8921,1031.303,1024.475,1005.211,6.828
30.8961,1065.432,1024.378,1005.163,41.054
30.9001,1047.004,1024.28,1005.114,22.724
30.9041,1091.046,1024.181,1005.066,66.865
30.9081,1027.816,1024.082,1005.017,3.734
30.9121,996.0072,1023.982,1004.969,-27.9748
30.9161,995.7151,1023.882,1004.92,-28.1669
30.9201,1038.854,1023.781,1004.872,15.073
30.9241,983.8926,1023.68,1004.824,-39.7874
30.9281,1008.812,1023.578,1004.775,-14.766
30.9321,1064.312,1023.476,1004.727,40.836
30.9361,1032.4,1023.373,1004.678,9.027
30.9401,1004.951,1023.27,1004.63,-18.319
30.9441,1012.31,1023.167,1004.581,-10.857
30.9481,996.3656,1023.063,1004.533,-26.6974
30.9521,1036.951,1022.958,1004.484,13.993
30.9561,1071.213,1022.854,1004.436,48.359
30.9601,1040.434,1022.749,1004.388,17.685
30.9641,1057.184,1022.643,1004.339,34.541
30.9681,1020.234,1022.538,1004.291,-2.304
30.9721,1030.562,1022.432,1004.242,8.13
30.9761,1080.229,1022.325,1004.194,57.904
30.9801,1063.347,1022.218,1004.145,41.129
30.9841,1003.344,1022.111,1004.097,-18.767
30.9881,1003.13,1022.004,1004.048,-18.874
30.9921,1023.887,1021.896,1004,1.991
30.9961,992.2911,1021.798,1003.961,-29.5069
31.0001,1004.117,1021.699,1003.921,-17.582
31.0041,1062.588,1021.599,1003.882,40.989
31.0081,1062.971,1021.5,1003.843,41.471
31.0121,1099.699,1021.4,1003.803,78.299
31.0161,1058.035,1021.3,1003.764,36.735
31.0201,1045.186,1021.2,1003.725,23.986
31.0241,991.0024,1021.1,1003.686,-30.0976
31.0281,1004.564,1021,1003.646,-16.436
31.0321,1022.483,1020.899,1003.607,1.584
31.0361,1039.873,1020.798,1003.568,19.075
31.0401,1010.906,1020.697,1003.528,-9.791
31.0441,1001.861,1020.596,1003.489,-18.735
31.0481,1042.93,1020.495,1003.45,22.435
31.0521,1041.889,1020.394,1003.41,21.495
31.0561,1031.411,1020.292,1003.371,11.119
31.0601,1050.915,1020.191,1003.332,30.724
31.0641,1041.607,1020.089,1003.293,21.518
31.0681,998.5432,1019.988,1003.253,-21.4448
31.0721,1022.148,1019.886,1003.214,2.262
31.0761,1024.676,1019.784,1003.175,4.892
31.0801,1050.155,1019.682,1003.135,30.473
31.0841,1039.807,1019.581,1003.096,20.226
31.0881,1026.703,1019.479,1003.057,7.224
31.0921,1055.426,1019.377,1003.017,36.049
31.0961,1013.286,1019.275,1002.978,-5.989
31.1001,998.1477,1019.173,1002.939,-21.0253
31.1041,1014.966,1019.072,1002.9,-4.106
31.1081,1011.276,1018.97,1002.86,-7.694
31.1121,997.9816,1018.868,1002.821,-20.8864
31.1161,1017.202,1018.767,1002.782,-1.565
31.1201,1044.661,1018.665,1002.742,25.996
31.1241,1021.191,1018.564,1002.703,2.627
31.1281,992.1084,1018.462,1002.664,-26.3536
31.1321,982.524,1018.361,1002.624,-35.837
31.1361,1002.964,1018.26,1002.585,-15.296
31.1401,1042.733,1018.159,1002.546,24.574
31.1441,1036.516,1018.058,1002.507,18.458
31.1481,1013.858,1017.957,1002.467,-4.099
31.1521,1035.323,1017.857,1002.428,17.466
31.1561,1037.231,1017.756,1002.389,19.475
31.1601,1055.618,1017.656,1002.349,37.962
31.1641,1026.632,1017.556,1002.31,9.076
31.1681,1031.193,1017.456,1002.271,13.737
31.1721,997.8174,1017.357,1002.231,-19.5396
31.1761,1014.798,1017.257,1002.192,-2.459
31.1801,1033.063,1017.158,1002.153,15.905
31.1841,1030.19,1017.059,1002.114,13.131
31.1881,1024.942,1016.96,1002.074,7.982
31.1921,991.473,1016.862,1002.035,-25.389
31.1961,1034.597,1016.764,1001.996,17.833
31.2001,1005.024,1016.666,1001.956,-11.642
31.2041,1027.722,1016.568,1001.917,11.154
31.2081,1032.745,1016.471,1001.878,16.274
31.2121,1015.425,1016.374,1001.838,-0.949
31.2161,1010.142,1016.277,1001.799,-6.135
31.2201,998.4567,1016.181,1001.76,-17.7243
31.2241,1001.44,1016.085,1001.721,-14.645
31.2281,1027.18,1015.989,1001.681,11.191
31.2321,1031.565,1015.894,1001.642,15.671
31.2361,1023.047,1015.799,1001.603,7.248
31.2401,1023.509,1015.704,1001.563,7.805
31.2441,1024.401,1015.61,1001.524,8.791
31.2481,1029.093,1015.516,1001.485,13.577
31.2521,1005.898,1015.423,1001.445,-9.525
31.2561,1027.861,1015.33,1001.406,12.531
31.2601,1080.489,1015.237,1001.367,65.252
31.2641,979.47,1015.145,1001.328,-35.675
31.2681,1053.922,1015.054,1001.288,38.868
31.2721,1067.805,1014.963,1001.249,52.842
31.2761,1054.148,1014.872,1001.21,39.276
31.2801,1052.233,1014.782,1001.17,37.451
31.2841,1000.458,1014.692,1001.131,-14.234
31.2881,1023.852,1014.603,1001.092,9.249
31.2921,1001.77,1014.515,1001.052,-12.745
31.2961,1048.179,1014.427,1001.013,33.752
31.3001,1019.291,1014.339,1000.974,4.952
31.3041,998.2619,1014.252,1000.934,-15.9901
31.3081,1014.335,1014.166,1000.895,0.169
31.3121,1019.739,1014.08,1000.856,5.659
31.3161,1003.114,1013.995,1000.817,-10.881
31.3201,1006.795,1013.91,1000.777,-7.115
31.3241,1020.721,1013.826,1000.738,6.895
31.3281,1044.572,1013.743,1000.699,30.829
31.3321,1059.076,1013.661,1000.659,45.415
31.3361,1040.256,1013.579,1000.62,26.677
31.3401,1031.036,1013.497,1000.581,17.539
31.3441,1023.72,1013.417,1000.541,10.303
31.3481,1010.723,1013.337,1000.502,-2.614
31.3521,1017.885,1013.258,1000.463,4.627
31.3561,1015.647,1013.179,1000.424,2.468
31.3601,1044.871,1013.102,1000.384,31.769
31.3641,1023.724,1013.025,1000.345,10.699
31.3681,1008.938,1012.949,1000.306,-4.011
31.3721,1052.98,1012.873,1000.266,40.107
31.3761,1066.043,1012.799,1000.227,53.244
31.3801,1020.747,1012.725,1000.188,8.022
31.3841,1021.786,1012.652,1000.148,9.134
31.3881,990.9902,1012.58,1000.109,-21.5898
31.3921,1028.014,1012.508,1000.07,15.506
31.3961,1025.644,1012.438,1000.031,13.206
31.4001,1024.665,1012.369,999.9913,12.296
31.4041,1049.938,1012.3,999.952,37.638
31.4081,1020.925,1012.232,999.9127,8.693
31.4121,1023.245,1012.165,999.8734,11.08
31.4161,1053.139,1012.1,999.8341,41.039
31.4201,1056.82,1012.035,999.7948,44.785
31.4241,1011.036,1011.971,999.7555,-0.935
31.4281,1008.677,1011.908,999.7162,-3.231
31.4321,1089.189,1011.846,999.6769,77.343
31.4361,1083.857,1011.785,999.6376,72.072
31.4401,1056.902,1011.725,999.5983,45.177
31.4441,1049.721,1011.666,999.559,38.055
31.4481,995.1144,1011.609,999.5197,-16.4946
31.4521,983.1488,1011.552,999.4803,-28.4032
31.4561,1051.634,1011.496,999.441,40.138
31.4601,1028.827,1011.442,999.4017,17.385
31.4641,1031.045,1011.388,999.3624,19.657
31.4681,1023.385,1011.336,999.3231,12.049
31.4721,1040.405,1011.285,999.2838,29.12
31.4761,1043.958,1011.235,999.2445,32.723
31.4801,999.3145,1011.186,999.2052,-11.8715
31.4841,994.7377,1011.139,999.1659,-16.4013
31.4881,1013.682,1011.093,999.1266,2.589
31.4921,983.9498,1011.048,999.0873,-27.0982
31.4961,1000.148,1011.004,999.048,-10.856
31.5001,1017.711,1010.961,999.0087,6.75
31.5041,1003.35,1010.92,998.9694,-7.57
31.5081,1007.432,1010.88,998.9301,-3.448
31.5121,1034.864,1010.841,998.8908,24.023
31.5161,1026.079,1010.804,998.8515,15.275
31.5201,1021.476,1010.768,998.8122,10.708
31.5241,1022.976,1010.733,998.7729,12.243
31.5281,985.901,1010.7,998.7336,-24.799
31.5321,1015.436,1010.668,998.6943,4.768
31.5361,1021.93,1010.638,998.655,11.292
31.5401,991.4197,1010.608,998.6157,-19.1883
31.5441,1073.703,1010.581,998.5764,63.122
31.5481,1055.668,1010.555,998.5371,45.113
31.5521,1025.64,1010.53,998.4978,15.11
31.5561,1086.23,1010.507,998.4585,75.723
31.5601,1048.889,1010.485,998.4192,38.404
31.5641,986.314,1010.465,998.3799,-24.151
31.5681,1116.052,1010.446,998.3406,105.606
31.5721,1035.878,1010.429,998.3013,25.449
31.5761,999.9043,1010.413,998.262,-10.5087
31.5801,958.3935,1010.399,998.2227,-52.0055
31.5841,942.5536,1010.386,998.1834,-67.8324
31.5881,1004.617,1010.376,998.1441,-5.759
31.5921,1018.619,1010.366,998.1048,8.253
31.5961,1050.123,1010.358,998.0655,39.765
31.6001,1017.219,1010.352,998.0262,6.867
31.6041,994.2702,1010.348,997.9869,-16.0778
31.6081,1040.304,1010.345,997.9476,29.959
31.6121,1027.633,1010.344,997.9083,17.289
31.6161,985.9014,1010.345,997.869,-24.4436
31.6201,1004.601,1010.347,997.8297,-5.746
31.6241,1008.598,1010.351,997.7904,-1.753
31.6281,1000.411,1010.356,997.7511,-9.945
31.6321,973.5014,1010.363,997.7118,-36.8616
31.6361,997.5309,1010.372,997.6725,-12.8411
31.6401,993.2859,1010.383,997.6332,-17.0971
31.6441,971.9496,1010.396,997.5939,-38.4464
31.6481,990.5864,1010.41,997.5546,-19.8236
31.6521,966.6859,1010.426,997.5153,-43.7401
31.6561,1055.728,1010.444,997.476,45.284
31.6601,1046.529,1010.463,997.4367,36.066
31.6641,1029.299,1010.484,997.3974,18.815
31.6681,990.7937,1010.508,997.3581,-19.7143
31.6721,1048.788,1010.532,997.3188,38.256
31.6761,989.8544,1010.559,997.2795,-20.7046
31.6801,974.3431,1010.587,997.2402,-36.2439
31.6841,1022.764,1010.617,997.2009,12.147
31.6881,1065.713,1010.649,997.1616,55.064
31.6921,1033.411,1010.683,997.1223,22.728
31.6961,1011.395,1010.719,997.083,0.676
31.7001,997.9498,1010.756,997.0437,-12.8062
31.7041,1026.319,1010.795,997.0044,15.524
31.7081,1055.86,1010.836,996.9651,45.024
31.7121,1019.599,1010.879,996.9258,8.72
31.7161,1031.892,1010.923,996.8865,20.969
31.7201,1050.646,1010.97,996.8472,39.676
31.7241,1046.952,1011.018,996.8079,35.934
31.7281,1026.97,1011.068,996.7686,15.902
31.7321,1025.187,1011.119,996.7293,14.068
31.7361,1020.567,1011.172,996.69,9.395
31.7401,1026.938,1011.228,996.6507,15.71
31.7441,1024.118,1011.285,996.6114,12.833
31.7481,1034.65,1011.343,996.5721,23.307
31.7521,1025.658,1011.404,996.5328,14.254
31.7561,979.6895,1011.466,996.4934,-31.7765
31.7601,1048.412,1011.529,996.4541,36.883
31.7641,990.0989,1011.595,996.4148,-21.4961
31.7681,1018.498,1011.662,996.3755,6.836
31.7721,1052.618,1011.731,996.3362,40.887
31.7761,1059.487,1011.801,996.2969,47.686
31.7801,1076.36,1011.873,996.2576,64.487
31.7841,1037.866,1011.947,996.2183,25.919
31.7881,994.081,1012.022,996.179,-17.941
31.7921,1005.831,1012.099,996.1397,-6.268
31.7961,1044.087,1012.178,996.1004,31.909
31.8001,1012.843,1012.258,996.0611,0.585
31.8041,969.3074,1012.339,996.0218,-43.0316
31.8081,1013.499,1012.422,995.9825,1.077
31.8121,1040.705,1012.507,995.9432,28.198
31.8161,1034.672,1012.593,995.9039,22.079
31.8201,1037.31,1012.68,995.8646,24.63
31.8241,1089.067,1012.768,995.8253,76.299
31.8281,1013.712,1012.859,995.786,0.853
31.8321,970.0348,1012.95,995.7467,-42.9152
31.8361,981.0035,1013.042,995.7074,-32.0385
31.8401,963.7765,1013.136,995.6681,-49.3595
31.8441,1060.478,1013.231,995.6288,47.247
31.8481,1048.741,1013.327,995.5895,35.414
31.8521,1018.873,1013.425,995.5502,5.448
31.8561,1021.096,1013.523,995.5109,7.573
31.8601,1014.484,1013.623,995.4716,0.861
31.8641,995.6835,1013.723,995.4323,-18.0395
31.8681,1007.661,1013.824,995.393,-6.163
31.8721,1030.032,1013.927,995.3537,16.105
31.8761,1045.407,1014.03,995.3144,31.377
31.8801,1033.771,1014.134,995.2751,19.637
31.8841,1022.63,1014.238,995.2358,8.392
31.8881,1013.129,1014.344,995.1965,-1.215
31.8921,1027.833,1014.45,995.1572,13.383
31.8961,1033.601,1014.557,995.1179,19.044
31.9001,1002.075,1014.664,995.0786,-12.589
31.9041,1010.561,1014.771,995.0393,-4.21
31.9081,1034.302,1014.879,995,19.423
31.9121,1015.735,1014.988,994.9607,0.747
31.9161,977.2836,1015.096,994.9214,-37.8124
31.9201,1010.07,1015.205,994.8821,-5.135
31.9241,1001.442,1015.314,994.8428,-13.872
31.9281,1000.628,1015.423,994.8035,-14.795
31.9321,1050.013,1015.532,994.7642,34.481
31.9361,1005.971,1015.641,994.7249,-9.67
31.9401,1001.415,1015.75,994.6856,-14.335
31.9441,960.2517,1015.858,994.6463,-55.6063
31.9481,1009.454,1015.966,994.607,-6.512
31.9521,1037.131,1016.074,994.5677,21.057
31.9561,1041.486,1016.181,994.5284,25.305
31.9601,1072.475,1016.288,994.4891,56.187
31.9641,1022.591,1016.393,994.4498,6.198
31.9681,1012.713,1016.498,994.4105,-3.785
31.9721,1017.898,1016.603,994.3712,1.295
31.9761,1027.691,1016.706,994.3319,10.985
31.9801,1038.81,1016.808,994.2926,22.002
31.9841,1004.906,1016.909,994.2533,-12.003
31.9881,980.273,1017.009,994.214,-36.736
31.9921,1003.556,1017.107,994.1747,-13.551
31.9961,1000.918,1017.204,994.1354,-16.286
32.0001,985.1114,1017.299,994.0961,-32.1876
32.0041,991.9469,1017.393,994.0568,-25.4461
32.0081,1015.925,1017.485,994.0175,-1.56
32.0121,1039.212,1017.574,993.9782,21.638
32.0161,1015.726,1017.662,993.9389,-1.936
32.0201,966.5693,1017.748,993.8996,-51.1787
32.0241,1076.344,1017.832,993.8603,58.512
32.0281,933.8669,1017.913,993.821,-84.0461
32.0321,1042.057,1017.992,993.7817,24.065
32.0361,1051.692,1018.068,993.7424,33.624
32.0401,1032.652,1018.141,993.7031,14.511
32.0441,1003.127,1018.212,993.6638,-15.085
32.0481,1015.035,1018.28,993.6245,-3.245
32.0521,1006.851,1018.345,993.5852,-11.494
32.0561,1009.912,1018.407,993.5459,-8.495
32.0601,1000.027,1018.465,993.5066,-18.438
32.0641,1014.412,1018.52,993.4672,-4.108
32.0681,1006.114,1018.572,993.4279,-12.458
32.0721,1011.498,1018.62,993.3886,-7.122
32.0761,995.8862,1018.665,993.3493,-22.7788
32.0801,979.3381,1018.706,993.31,-39.3679
32.0841,992.2978,1018.743,993.2707,-26.4452
32.0881,977.3798,1018.776,993.2314,-41.3962
32.0921,979.3114,1018.805,993.1921,-39.4936
32.0961,1007.3,1018.83,993.1528,-11.53
32.1001,1014.394,1018.851,993.1135,-4.457
32.1041,1036.804,1018.867,993.0742,17.937
32.1081,1018.971,1018.88,993.0349,0.091
32.1121,1025.575,1018.888,992.9956,6.687
32.1161,982.341,1018.891,992.9563,-36.55
32.1201,1030.815,1018.89,992.917,11.925
32.1241,1021.241,1018.884,992.8777,2.357
32.1281,1008.809,1018.874,992.8384,-10.065
32.1321,1009.084,1018.858,992.7991,-9.774
32.1361,978.8441,1018.839,992.7598,-39.9949
32.1401,972.4561,1018.814,992.7205,-46.3579
32.1441,1000.5,1018.784,992.6812,-18.284
32.1481,1036.976,1018.75,992.6419,18.226
32.1521,1013.768,1018.711,992.6026,-4.943
32.1561,998.5193,1018.667,992.5633,-20.1477
32.1601,1004.587,1018.617,992.524,-14.03
32.1641,1021.536,1018.563,992.4847,2.973
32.1681,1039.64,1018.504,992.4454,21.136
32.1721,1049.148,1018.441,992.4061,30.707
32.1761,1006.535,1018.372,992.3668,-11.837
32.1801,988.4633,1018.298,992.3275,-29.8347
32.1841,1043.274,1018.22,992.2882,25.054
32.1881,1044.312,1018.136,992.2489,26.176
32.1921,1040.822,1018.048,992.2096,22.774
32.1961,983.3983,1017.955,992.1703,-34.5567
32.2001,987.6974,1017.857,992.131,-30.1596
32.2041,1008.236,1017.755,992.0917,-9.519
32.2081,1034.488,1017.648,992.0524,16.84
32.2121,940.5794,1017.536,992.0131,-76.9566
32.2161,980.5942,1017.419,991.9738,-36.8248
32.2201,1007.402,1017.299,991.9345,-9.897
32.2241,1038.871,1017.174,991.8952,21.697
32.2281,1026.926,1017.044,991.8559,9.882
32.2321,1006.754,1016.91,991.8166,-10.156
32.2361,992.7461,1016.772,991.7773,-24.0259
32.2401,986.3728,1016.63,991.738,-30.2572
32.2441,954.3246,1016.484,991.6987,-62.1594
32.2481,974.3313,1016.334,991.6594,-42.0027
32.2521,1018.333,1016.18,991.6201,2.153
32.2561,1052.446,1016.023,991.5808,36.423
32.2601,1040.575,1015.861,991.5415,24.714
32.2641,1047.419,1015.697,991.5022,31.722
32.2681,1069.055,1015.528,991.4629,53.527
32.2721,1078.586,1015.357,991.4236,63.229
32.2761,1062.937,1015.182,991.3843,47.755
32.2801,1005.172,1015.004,991.345,-9.832
32.2841,999.9658,1014.823,991.3057,-14.8572
32.2881,1005.132,1014.639,991.2664,-9.507
32.2921,1043.434,1014.452,991.2271,28.982
32.2961,1039.13,1014.263,991.1878,24.867
32.3001,1010.113,1014.071,991.1485,-3.958
32.3041,1024.571,1013.876,991.1092,10.695
32.3081,1027.577,1013.679,991.0699,13.898
32.3121,985.45,1013.48,991.0306,-28.03
32.3161,994.727,1013.279,990.9913,-18.552
32.3201,987.9993,1013.075,990.952,-25.0757
32.3241,1011.412,1012.87,990.9127,-1.458
32.3281,996.2387,1012.662,990.8734,-16.4233
32.3321,1006.229,1012.453,990.8341,-6.224
32.3361,992.2865,1012.242,990.7948,-19.9555
32.3401,1019.849,1012.03,990.7555,7.819
32.3441,1013.94,1011.816,990.7162,2.124
32.3481,1006.226,1011.601,990.6769,-5.375
32.3521,1035.444,1011.385,990.6376,24.059
32.3561,1026.879,1011.167,990.5983,15.712
32.3601,984.8066,1010.949,990.559,-26.1424
32.3641,972.7677,1010.729,990.5197,-37.9613
32.3681,997.4731,1010.509,990.4803,-13.0359
32.3721,1037.453,1010.288,990.441,27.165
32.3761,1060.492,1010.066,990.4017,50.426
32.3801,1039.249,1009.843,990.3624,29.406
32.3841,1033.848,1009.62,990.3231,24.228
32.3881,1091.996,1009.397,990.2838,82.599
