No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD,D spacings,,Error [cts]
4180,36.7161,975.3169,988.4041,986.6197,30.25, ,2.8401,,-13.0872
4181,36.7201,995.0968,988.3816,986.5998,30.25, ,2.8398,,6.7152
4182,36.7241,988.1871,988.3592,986.5798,30.25, ,2.8395,,-0.1721
4183,36.7281,1069.083,988.3367,986.5598,30.25, ,2.8392,,80.7463
4184,36.7321,1048.977,988.3143,986.5399,30.25, ,2.8389,,60.6627
4185,36.7361,1001.266,988.2918,986.5199,30.25, ,2.8386,,12.9742
4186,36.7401,950.6785,988.2694,986.4999,30.25, ,2.8383,,-37.5909
4187,36.7441,982.7037,988.247,986.48,30.25, ,2.838,,-5.5433
4188,36.7481,996.5062,988.2246,986.46,30.25, ,2.8377,,8.2816
4189,36.7521,979.4367,988.2022,986.44,30.25, ,2.8374,,-8.7655
4190,36.7561,987.3097,988.1798,986.4201,30.25, ,2.8371,,-0.8701
4191,36.7601,999.154,988.1573,986.4001,30.25, ,2.8368,,10.9967
4192,36.7641,1015.55,988.1349,986.3801,30.25, ,2.8365,,27.4151
4193,36.7681,1012.44,988.1126,986.3602,30.25, ,2.8362,,24.3274
4194,36.7721,979.5639,988.0902,986.3402,30.25, ,2.8359,,-8.5263
4195,36.7761,975.9689,988.0679,986.3202,30.25, ,2.8356,,-12.099
4196,36.7801,1005.371,988.0455,986.3003,30.25, ,2.8353,,17.3255
4197,36.7841,1013.526,988.0232,986.2803,30.25, ,2.835,,25.5028
4198,36.7881,988.2345,988.0009,986.2603,30.25, ,2.8347,,0.2336
4199,36.7921,969.4675,987.9785,986.2404,30.25, ,2.8344,,-18.511
4200,36.7961,991.2336,987.9561,986.2204,30.25, ,2.8342,,3.2775
4201,36.8001,980.2141,987.9338,986.2004,30.25, ,2.8339,,-7.7197
4202,36.8041,974.7119,987.9114,986.1805,30.25, ,2.8336,,-13.1995
4203,36.8081,970.8537,987.8892,986.1605,30.25, ,2.8333,,-17.0355
4204,36.8121,988.0416,987.8668,986.1405,30.25, ,2.833,,0.1748
4205,36.8161,1047.963,987.8445,986.1206,30.25, ,2.8327,,60.1185
4206,36.8201,1005.426,987.8222,986.1006,30.25, ,2.8324,,17.6038
4207,36.8241,1051.383,987.7999,986.0806,30.25, ,2.8321,,63.5831
4208,36.8281,972.2424,987.7776,986.0607,30.25, ,2.8318,,-15.5352
4209,36.8321,983.4309,987.7553,986.0407,30.25, ,2.8315,,-4.3244
4210,36.8361,1011.69,987.7331,986.0208,30.25, ,2.8312,,23.9569
4211,36.8401,990.9711,987.7108,986.0008,30.25, ,2.8309,,3.2603
4212,36.8441,1022.934,987.6885,985.9808,30.25, ,2.8306,,35.2455
4213,36.8481,1012.331,987.6663,985.9609,30.25, ,2.8303,,24.6647
4214,36.8521,963.5282,987.644,985.9409,30.25, ,2.83,,-24.1158
4215,36.8561,1014.921,987.6218,985.9209,30.25, ,2.8297,,27.2992
4216,36.8601,1054.983,987.5995,985.901,30.25, ,2.8294,,67.3835
4217,36.8641,1037.217,987.5773,985.881,30.25, ,2.8291,,49.6397
4218,36.8681,1017.538,987.5551,985.861,30.25, ,2.8288,,29.9829
4219,36.8721,987.7001,987.5328,985.8411,30.25, ,2.8285,,0.1673
4220,36.8761,1003.71,987.5106,985.8211,30.25, ,2.8282,,16.1994
4221,36.8801,1047.014,987.4884,985.8011,30.25, ,2.8279,,59.5256
4222,36.8841,1016.864,987.4661,985.7812,30.25, ,2.8276,,29.3979
4223,36.8881,982.8344,987.444,985.7612,30.25, ,2.8273,,-4.6096
4224,36.8921,955.19,987.4218,985.7412,30.25, ,2.827,,-32.2318
4225,36.8961,1001.268,987.3996,985.7213,30.25, ,2.8267,,13.8684
4226,36.9001,1039.794,987.3774,985.7013,30.25, ,2.8264,,52.4166
4227,36.9041,980.3773,987.3552,985.6813,30.25, ,2.8261,,-6.9779
4228,36.9081,978.7573,987.3331,985.6614,30.25, ,2.8258,,-8.5758
4229,36.9121,1017.873,987.3109,985.6414,30.25, ,2.8256,,30.5621
4230,36.9161,1071.066,987.2887,985.6214,30.25, ,2.8253,,83.7773
4231,36.9201,1037.556,987.2665,985.6015,30.25, ,2.825,,50.2895
4232,36.9241,1085.89,987.2444,985.5815,30.25, ,2.8247,,98.6456
4233,36.9281,1016.548,987.2222,985.5615,30.25, ,2.8244,,29.3258
4234,36.9321,1008.677,987.2001,985.5416,30.25, ,2.8241,,21.4769
4235,36.9361,1006.799,987.178,985.5216,30.25, ,2.8238,,19.621
4236,36.9401,1016.485,987.1558,985.5016,30.25, ,2.8235,,29.3292
4237,36.9441,1013.409,987.1337,985.4817,30.25, ,2.8232,,26.2753
4238,36.9481,992.2518,987.1116,985.4617,30.25, ,2.8229,,5.1402
4239,36.9521,978.1988,987.0894,985.4417,30.25, ,2.8226,,-8.8906
4240,36.9561,1018.018,987.0673,985.4218,30.25, ,2.8223,,30.9507
4241,36.9601,1017.151,987.0452,985.4018,30.25, ,2.822,,30.1058
4242,36.9641,1012.879,987.0231,985.3818,30.25, ,2.8217,,25.8559
4243,36.9681,1012.18,987.0011,985.3619,30.25, ,2.8214,,25.1789
4244,36.9721,1022.576,986.979,985.3419,30.25, ,2.8211,,35.597
4245,36.9761,1043.033,986.9569,985.3219,30.25, ,2.8208,,56.0761
4246,36.9801,993.543,986.9348,985.302,30.25, ,2.8205,,6.6082
4247,36.9841,1014.847,986.9127,985.282,30.25, ,2.8202,,27.9343
4248,36.9881,1004.507,986.8907,985.262,30.25, ,2.8199,,17.6163
4249,36.9921,1019.286,986.8686,985.2421,30.25, ,2.8197,,32.4174
4250,36.9961,1030.046,986.8466,985.2221,30.25, ,2.8194,,43.1994
4251,37.0001,995.1741,986.8245,985.2021,30.25, ,2.8191,,8.3496
4252,37.0041,983.9025,986.8025,985.1822,30.25, ,2.8188,,-2.9
4253,37.0081,952.5941,986.7805,985.1622,30.25, ,2.8185,,-34.1864
4254,37.0121,968.8705,986.7584,985.1422,30.25, ,2.8182,,-17.8879
4255,37.0161,1048.153,986.7363,985.1223,30.25, ,2.8179,,61.4167
4256,37.0201,995.7164,986.7143,985.1023,30.25, ,2.8176,,9.0021
4257,37.0241,1007.993,986.6923,985.0823,30.25, ,2.8173,,21.3007
4258,37.0281,1004.566,986.6703,985.0624,30.25, ,2.817,,17.8957
4259,37.0321,980.3093,986.6483,985.0424,30.25, ,2.8167,,-6.339
4260,37.0361,960.8021,986.6263,985.0224,30.25, ,2.8164,,-25.8242
4261,37.0401,997.2684,986.6043,985.0025,30.25, ,2.8161,,10.6641
4262,37.0441,1034.17,986.5823,984.9825,30.25, ,2.8158,,47.5877
4263,37.0481,1023.449,986.5602,984.9625,30.25, ,2.8155,,36.8888
4264,37.0521,1026.77,986.5383,984.9426,30.25, ,2.8152,,40.2317
4265,37.0561,1031.976,986.5163,984.9226,30.25, ,2.815,,45.4597
4266,37.0601,1006.29,986.4944,984.9026,30.25, ,2.8147,,19.7956
4267,37.0641,1004.512,986.4724,984.8827,30.25, ,2.8144,,18.0396
4268,37.0681,1036.195,986.4504,984.8627,30.25, ,2.8141,,49.7446
4269,37.0721,1022.373,986.4285,984.8427,30.25, ,2.8138,,35.9445
4270,37.0761,973.772,986.4065,984.8228,30.25, ,2.8135,,-12.6345
4271,37.0801,986.3201,986.3845,984.8028,30.25, ,2.8132,,-0.0644
4272,37.0841,1004.509,986.3626,984.7828,30.25, ,2.8129,,18.1464
4273,37.0881,958.831,986.3407,984.7629,30.25, ,2.8126,,-27.5097
4274,37.0921,986.0405,986.3187,984.7429,30.25, ,2.8123,,-0.2782
4275,37.0961,1047.875,986.2968,984.7229,30.25, ,2.812,,61.5782
4276,37.1001,942.9997,986.2749,984.703,30.25, ,2.8117,,-43.2752
4277,37.1041,960.248,986.2529,984.683,30.25, ,2.8114,,-26.0049
4278,37.1081,979.3967,986.231,984.663,30.25, ,2.8111,,-6.8343
4279,37.1121,1030.722,986.2091,984.6431,30.25, ,2.8109,,44.5129
4280,37.1161,988.691,986.1873,984.6231,30.25, ,2.8106,,2.5037
4281,37.1201,979.0031,986.1653,984.6031,30.25, ,2.8103,,-7.1622
4282,37.1241,990.8262,986.1434,984.5832,30.25, ,2.81,,4.6828
4283,37.1281,1000.161,986.1216,984.5632,30.25, ,2.8097,,14.0394
4284,37.1321,1051.613,986.0997,984.5433,30.25, ,2.8094,,65.5133
4285,37.1361,972.4239,986.0778,984.5233,30.25, ,2.8091,,-13.6539
4286,37.1401,957.9126,986.0559,984.5033,30.25, ,2.8088,,-28.1433
4287,37.1441,996.5154,986.0341,984.4834,30.25, ,2.8085,,10.4813
4288,37.1481,994.1722,986.0121,984.4634,30.25, ,2.8082,,8.1601
4289,37.1521,993.0119,985.9903,984.4434,30.25, ,2.8079,,7.0216
4290,37.1561,993.9038,985.9684,984.4235,30.25, ,2.8076,,7.9354
4291,37.1601,1006.226,985.9467,984.4035,30.25, ,2.8074,,20.2793
4292,37.1641,1029.855,985.9248,984.3835,30.25, ,2.8071,,43.9302
4293,37.1681,1003.07,985.9029,984.3636,30.25, ,2.8068,,17.1671
4294,37.1721,996.3073,985.881,984.3436,30.25, ,2.8065,,10.4263
4295,37.1761,1006.697,985.8593,984.3236,30.25, ,2.8062,,20.8377
4296,37.1801,972.2801,985.8374,984.3037,30.25, ,2.8059,,-13.5573
4297,37.1841,977.133,985.8156,984.2837,30.25, ,2.8056,,-8.6826
4298,37.1881,1003.136,985.7938,984.2637,30.25, ,2.8053,,17.3422
4299,37.1921,1034.164,985.772,984.2438,30.25, ,2.805,,48.392
4300,37.1961,1019.974,985.7502,984.2238,30.25, ,2.8047,,34.2238
4301,37.2001,1012.315,985.7283,984.2038,30.25, ,2.8044,,26.5867
4302,37.2041,1019.706,985.7065,984.1839,30.25, ,2.8042,,33.9995
4303,37.2081,992.471,985.6848,984.1639,30.25, ,2.8039,,6.7862
4304,37.2121,1012.247,985.663,984.1439,30.25, ,2.8036,,26.584
4305,37.2161,1033.234,985.6412,984.124,30.25, ,2.8033,,47.5928
4306,37.2201,992.5259,985.6194,984.104,30.25, ,2.803,,6.9065
4307,37.2241,1054.568,985.5977,984.084,30.25, ,2.8027,,68.9703
4308,37.2281,1037.662,985.5759,984.0641,30.25, ,2.8024,,52.0861
4309,37.2321,1037.356,985.5541,984.0441,30.25, ,2.8021,,51.8019
4310,37.2361,1000.629,985.5323,984.0241,30.25, ,2.8018,,15.0967
4311,37.2401,983.2076,985.5106,984.0042,30.25, ,2.8015,,-2.303
4312,37.2441,1040.461,985.4888,983.9842,30.25, ,2.8012,,54.9722
4313,37.2481,1034.122,985.4671,983.9642,30.25, ,2.801,,48.6549
4314,37.2521,985.4594,985.4454,983.9443,30.25, ,2.8007,,0.014
4315,37.2561,966.4316,985.4236,983.9243,30.25, ,2.8004,,-18.992
4316,37.2601,945.0577,985.4019,983.9043,30.25, ,2.8001,,-40.3442
4317,37.2641,982.791,985.3801,983.8844,30.25, ,2.7998,,-2.5891
4318,37.2681,997.2459,985.3584,983.8644,30.25, ,2.7995,,11.8875
4319,37.2721,1003.698,985.3367,983.8444,30.25, ,2.7992,,18.3613
4320,37.2761,964.8875,985.3149,983.8245,30.25, ,2.7989,,-20.4274
4321,37.2801,1021.118,985.2933,983.8045,30.25, ,2.7986,,35.8247
4322,37.2841,963.1229,985.2715,983.7845,30.25, ,2.7983,,-22.1486
4323,37.2881,980.9039,985.2499,983.7646,30.25, ,2.7981,,-4.346
4324,37.2921,953.1618,985.2281,983.7446,30.25, ,2.7978,,-32.0663
4325,37.2961,952.2044,985.2064,983.7246,30.25, ,2.7975,,-33.002
4326,37.3001,1027.464,985.1848,983.7047,30.25, ,2.7972,,42.2792
4327,37.3041,1040.31,985.163,983.6847,30.25, ,2.7969,,55.147
4328,37.3081,1047.848,985.1414,983.6647,30.25, ,2.7966,,62.7066
4329,37.3121,992.9095,985.1197,983.6448,30.25, ,2.7963,,7.7898
4330,37.3161,978.4218,985.098,983.6248,30.25, ,2.796,,-6.6762
4331,37.3201,973.2314,985.0764,983.6048,30.25, ,2.7957,,-11.845
4332,37.3241,1012.277,985.0547,983.5849,30.25, ,2.7955,,27.2223
4333,37.3281,1032.558,985.033,983.5649,30.25, ,2.7952,,47.525
4334,37.3321,1032.179,985.0114,983.5449,30.25, ,2.7949,,47.1676
4335,37.3361,1013.583,984.9897,983.525,30.25, ,2.7946,,28.5933
4336,37.3401,977.0074,984.9681,983.505,30.25, ,2.7943,,-7.9607
4337,37.3441,935.2577,984.9465,983.485,30.25, ,2.794,,-49.6888
4338,37.3481,935.8099,984.9248,983.4651,30.25, ,2.7937,,-49.1149
4339,37.3521,965.4178,984.9032,983.4451,30.25, ,2.7934,,-19.4854
4340,37.3561,972.397,984.8816,983.4251,30.25, ,2.7931,,-12.4846
4341,37.3601,1008.853,984.8599,983.4052,30.25, ,2.7929,,23.9931
4342,37.3641,1021.719,984.8383,983.3852,30.25, ,2.7926,,36.8807
4343,37.3681,1042.164,984.8167,983.3652,30.25, ,2.7923,,57.3473
4344,37.3721,1001.735,984.795,983.3453,30.25, ,2.792,,16.94
4345,37.3761,948.4487,984.7734,983.3253,30.25, ,2.7917,,-36.3247
4346,37.3801,1040.113,984.7519,983.3053,30.25, ,2.7914,,55.3611
4347,37.3841,1038.006,984.7303,983.2854,30.25, ,2.7911,,53.2757
4348,37.3881,992.0487,984.7087,983.2654,30.25, ,2.7908,,7.34
4349,37.3921,958.2887,984.6871,983.2454,30.25, ,2.7906,,-26.3984
4350,37.3961,1018.964,984.6655,983.2255,30.25, ,2.7903,,34.2985
4351,37.4001,1027.802,984.6439,983.2055,30.25, ,2.79,,43.1581
4352,37.4041,977.2465,984.6223,983.1855,30.25, ,2.7897,,-7.3758
4353,37.4081,936.7125,984.6008,983.1656,30.25, ,2.7894,,-47.8883
4354,37.4121,971.76,984.5792,983.1456,30.25, ,2.7891,,-12.8192
4355,37.4161,977.9071,984.5576,983.1256,30.25, ,2.7888,,-6.6505
4356,37.4201,967.3916,984.536,983.1057,30.25, ,2.7885,,-17.1444
4357,37.4241,987.8283,984.5145,983.0857,30.25, ,2.7883,,3.3138
4358,37.4281,1003.506,984.4929,983.0657,30.25, ,2.788,,19.0131
4359,37.4321,990.87,984.4714,983.0458,30.25, ,2.7877,,6.3986
4360,37.4361,966.4989,984.4498,983.0258,30.25, ,2.7874,,-17.9509
4361,37.4401,979.909,984.4283,983.0059,30.25, ,2.7871,,-4.5193
4362,37.4441,1022.647,984.4068,982.9859,30.25, ,2.7868,,38.2402
4363,37.4481,1027.372,984.3853,982.9659,30.25, ,2.7865,,42.9867
4364,37.4521,1010.352,984.3636,982.946,30.25, ,2.7862,,25.9884
4365,37.4561,995.7915,984.3422,982.926,30.25, ,2.786,,11.4493
4366,37.4601,1005.093,984.3206,982.906,30.25, ,2.7857,,20.7724
4367,37.4641,1002.679,984.2991,982.8861,30.25, ,2.7854,,18.3799
4368,37.4681,1015.698,984.2776,982.8661,30.25, ,2.7851,,31.4204
4369,37.4721,1018.031,984.2561,982.8461,30.25, ,2.7848,,33.7749
4370,37.4761,1003.935,984.2346,982.8262,30.25, ,2.7845,,19.7004
4371,37.4801,957.2648,984.2131,982.8062,30.25, ,2.7842,,-26.9483
4372,37.4841,985.988,984.1916,982.7862,30.25, ,2.7839,,1.7964
4373,37.4881,1008.293,984.1701,982.7663,30.25, ,2.7837,,24.1229
4374,37.4921,991.7517,984.1486,982.7463,30.25, ,2.7834,,7.6031
4375,37.4961,955.1997,984.1271,982.7263,30.25, ,2.7831,,-28.9274
4376,37.5001,981.3556,984.1057,982.7064,30.25, ,2.7828,,-2.7501
4377,37.5041,973.7181,984.0842,982.6864,30.25, ,2.7825,,-10.3661
4378,37.5081,977.3391,984.0627,982.6664,30.25, ,2.7822,,-6.7236
4379,37.5121,967.0304,984.0413,982.6465,30.25, ,2.7819,,-17.0109
4380,37.5161,1013.23,984.0198,982.6265,30.25, ,2.7817,,29.2102
4381,37.5201,1015.733,983.9983,982.6065,30.25, ,2.7814,,31.7347
4382,37.5241,939.5997,983.9769,982.5866,30.25, ,2.7811,,-44.3772
4383,37.5281,962.6013,983.9554,982.5666,30.25, ,2.7808,,-21.3541
4384,37.5321,1021.653,983.934,982.5466,30.25, ,2.7805,,37.719
4385,37.5361,1006.361,983.9125,982.5267,30.25, ,2.7802,,22.4485
4386,37.5401,995.6956,983.8911,982.5067,30.25, ,2.7799,,11.8045
4387,37.5441,971.4376,983.8697,982.4867,30.25, ,2.7797,,-12.4321
4388,37.5481,966.6363,983.8482,982.4668,30.25, ,2.7794,,-17.2119
4389,37.5521,978.7098,983.8268,982.4468,30.25, ,2.7791,,-5.117
4390,37.5561,938.776,983.8054,982.4268,30.25, ,2.7788,,-45.0294
4391,37.5601,991.9301,983.7839,982.4069,30.25, ,2.7785,,8.1462
4392,37.5641,1000.545,983.7625,982.3869,30.25, ,2.7782,,16.7825
4393,37.5681,1036.916,983.7411,982.3669,30.25, ,2.7779,,53.1749
4394,37.5721,1045.955,983.7197,982.347,30.25, ,2.7777,,62.2353
4395,37.5761,998.083,983.6983,982.327,30.25, ,2.7774,,14.3847
4396,37.5801,1038.502,983.6769,982.307,30.25, ,2.7771,,54.8251
4397,37.5841,996.4704,983.6555,982.2871,30.25, ,2.7768,,12.8149
4398,37.5881,974.0939,983.6341,982.2671,30.25, ,2.7765,,-9.5402
4399,37.5921,969.5452,983.6127,982.2471,30.25, ,2.7762,,-14.0675
4400,37.5961,1008.392,983.5913,982.2272,30.25, ,2.776,,24.8007
4401,37.6001,996.7453,983.5699,982.2072,30.25, ,2.7757,,13.1754
4402,37.6041,1007.624,983.5486,982.1872,30.25, ,2.7754,,24.0754
4403,37.6081,977.0732,983.5272,982.1673,30.25, ,2.7751,,-6.454
4404,37.6121,962.9477,983.5058,982.1473,30.25, ,2.7748,,-20.5581
4405,37.6161,982.074,983.4844,982.1273,30.25, ,2.7745,,-1.4104
4406,37.6201,1010.731,983.4631,982.1074,30.25, ,2.7742,,27.2679
4407,37.6241,1005.65,983.4417,982.0874,30.25, ,2.774,,22.2083
4408,37.6281,1003.147,983.4203,982.0674,30.25, ,2.7737,,19.7267
4409,37.6321,1022.834,983.399,982.0475,30.25, ,2.7734,,39.435
4410,37.6361,1010.728,983.3777,982.0275,30.25, ,2.7731,,27.3503
4411,37.6401,1026.342,983.3563,982.0075,30.25, ,2.7728,,42.9857
4412,37.6441,1021.613,983.335,981.9876,30.25, ,2.7725,,38.278
4413,37.6481,995.0473,983.3136,981.9676,30.25, ,2.7723,,11.7337
4414,37.6521,1001.912,983.2923,981.9476,30.25, ,2.772,,18.6197
4415,37.6561,971.3446,983.271,981.9277,30.25, ,2.7717,,-11.9264
4416,37.6601,997.1457,983.2496,981.9077,30.25, ,2.7714,,13.8961
4417,37.6641,976.1299,983.2283,981.8877,30.25, ,2.7711,,-7.0984
4418,37.6681,995.2288,983.207,981.8678,30.25, ,2.7708,,12.0218
4419,37.6721,1017.25,983.1857,981.8478,30.25, ,2.7706,,34.0643
4420,37.6761,1060.382,983.1644,981.8278,30.25, ,2.7703,,77.2176
4421,37.6801,1013.428,983.1431,981.8079,30.25, ,2.77,,30.2849
4422,37.6841,1039.483,983.1218,981.7879,30.25, ,2.7697,,56.3612
4423,37.6881,1034.174,983.1005,981.7679,30.25, ,2.7694,,51.0735
4424,37.6921,1020.973,983.0792,981.748,30.25, ,2.7691,,37.8938
4425,37.6961,998.8554,983.0579,981.728,30.25, ,2.7689,,15.7975
4426,37.7001,1037.53,983.0366,981.708,30.25, ,2.7686,,54.4934
4427,37.7041,1045.687,983.0153,981.6881,30.25, ,2.7683,,62.6717
4428,37.7081,1041.576,982.994,981.6681,30.25, ,2.768,,58.582
4429,37.7121,1026.348,982.9727,981.6481,30.25, ,2.7677,,43.3753
4430,37.7161,1036.698,982.9515,981.6282,30.25, ,2.7674,,53.7465
4431,37.7201,1027.986,982.9302,981.6082,30.25, ,2.7672,,45.0558
4432,37.7241,979.1349,982.9089,981.5882,30.25, ,2.7669,,-3.774
4433,37.7281,1003.151,982.8877,981.5683,30.25, ,2.7666,,20.2633
4434,37.7321,1044.082,982.8665,981.5483,30.25, ,2.7663,,61.2155
4435,37.7361,1029.437,982.8452,981.5284,30.25, ,2.766,,46.5918
4436,37.7401,1018.122,982.8239,981.5084,30.25, ,2.7657,,35.2981
4437,37.7441,1024.672,982.8027,981.4884,30.25, ,2.7655,,41.8693
4438,37.7481,1040.546,982.7814,981.4685,30.25, ,2.7652,,57.7646
4439,37.7521,1039.741,982.7602,981.4485,30.25, ,2.7649,,56.9808
4440,37.7561,979.6981,982.739,981.4285,30.25, ,2.7646,,-3.0409
4441,37.7601,988.0235,982.7177,981.4086,30.25, ,2.7643,,5.3058
4442,37.7641,1022.491,982.6965,981.3886,30.25, ,2.7641,,39.7945
4443,37.7681,1002.525,982.6752,981.3686,30.25, ,2.7638,,19.8498
4444,37.7721,956.3563,982.654,981.3487,30.25, ,2.7635,,-26.2977
4445,37.7761,950.2964,982.6328,981.3287,30.25, ,2.7632,,-32.3364
4446,37.7801,1028.177,982.6116,981.3087,30.25, ,2.7629,,45.5654
4447,37.7841,985.4885,982.5904,981.2888,30.25, ,2.7626,,2.8981
4448,37.7881,1029.593,982.5692,981.2688,30.25, ,2.7624,,47.0238
4449,37.7921,982.7835,982.548,981.2488,30.25, ,2.7621,,0.2355
4450,37.7961,998.5911,982.5268,981.2289,30.25, ,2.7618,,16.0643
4451,37.8001,1003.266,982.5056,981.2089,30.25, ,2.7615,,20.7604
4452,37.8041,987.7264,982.4843,981.1889,30.25, ,2.7612,,5.2421
4453,37.8081,1003.049,982.4631,981.169,30.25, ,2.761,,20.5859
4454,37.8121,1001.645,982.442,981.149,30.25, ,2.7607,,19.203
4455,37.8161,991.8787,982.4208,981.129,30.25, ,2.7604,,9.4579
4456,37.8201,1004.723,982.3997,981.1091,30.25, ,2.7601,,22.3233
4457,37.8241,1024.192,982.3785,981.0891,30.25, ,2.7598,,41.8135
4458,37.8281,1037.476,982.3573,981.0691,30.25, ,2.7595,,55.1187
4459,37.8321,1002.184,982.3361,981.0492,30.25, ,2.7593,,19.8479
4460,37.8361,980.0311,982.3149,981.0292,30.25, ,2.759,,-2.2838
4461,37.8401,977.7987,982.2938,981.0092,30.25, ,2.7587,,-4.4951
4462,37.8441,965.8549,982.2726,980.9893,30.25, ,2.7584,,-16.4177
4463,37.8481,1023.217,982.2515,980.9693,30.25, ,2.7581,,40.9655
4464,37.8521,1013.669,982.2303,980.9493,30.25, ,2.7579,,31.4387
4465,37.8561,1023.993,982.2092,980.9294,30.25, ,2.7576,,41.7838
4466,37.8601,954.1004,982.188,980.9094,30.25, ,2.7573,,-28.0876
4467,37.8641,1019.046,982.1669,980.8894,30.25, ,2.757,,36.8791
4468,37.8681,997.3269,982.1457,980.8695,30.25, ,2.7567,,15.1812
4469,37.8721,992.3401,982.1246,980.8495,30.25, ,2.7565,,10.2155
4470,37.8761,1000.067,982.1035,980.8295,30.25, ,2.7562,,17.9635
4471,37.8801,1020.851,982.0823,980.8096,30.25, ,2.7559,,38.7687
4472,37.8841,1020.61,982.0612,980.7896,30.25, ,2.7556,,38.5488
4473,37.8881,1017.854,982.0401,980.7696,30.25, ,2.7553,,35.8139
4474,37.8921,998.6055,982.019,980.7497,30.25, ,2.7551,,16.5865
4475,37.8961,984.2878,981.9979,980.7297,30.25, ,2.7548,,2.2899
4476,37.9001,976.2934,981.9767,980.7097,30.25, ,2.7545,,-5.6833
4477,37.9041,991.3342,981.9556,980.6898,30.25, ,2.7542,,9.3786
4478,37.9081,1015.288,981.9346,980.6698,30.25, ,2.7539,,33.3534
4479,37.9121,1013.866,981.9135,980.6498,30.25, ,2.7537,,31.9525
4480,37.9161,981.3473,981.8923,980.6299,30.25, ,2.7534,,-0.545
4481,37.9201,964.0533,981.8713,980.6099,30.25, ,2.7531,,-17.818
4482,37.9241,980.554,981.8502,980.5899,30.25, ,2.7528,,-1.2962
4483,37.9281,941.0888,981.829,980.57,30.25, ,2.7525,,-40.7402
4484,37.9321,1042.189,981.808,980.55,30.25, ,2.7523,,60.381
4485,37.9361,1016.12,981.7869,980.53,30.25, ,2.752,,34.3331
4486,37.9401,1000.082,981.7659,980.5101,30.25, ,2.7517,,18.3161
4487,37.9441,924.6324,981.7448,980.4901,30.25, ,2.7514,,-57.1124
4488,37.9481,1028.484,981.7237,980.4701,30.25, ,2.7511,,46.7603
4489,37.9521,996.8889,981.7026,980.4502,30.25, ,2.7509,,15.1863
4490,37.9561,992.4833,981.6816,980.4302,30.25, ,2.7506,,10.8017
4491,37.9601,910.6818,981.6605,980.4102,30.25, ,2.7503,,-70.9787
4492,37.9641,912.2464,981.6395,980.3903,30.25, ,2.75,,-69.3931
4493,37.9681,985.5014,981.6184,980.3703,30.25, ,2.7497,,3.883
4494,37.9721,985.2703,981.5974,980.3503,30.25, ,2.7495,,3.6729
4495,37.9761,997.4006,981.5763,980.3304,30.25, ,2.7492,,15.8243
4496,37.9801,962.1679,981.5553,980.3104,30.25, ,2.7489,,-19.3874
4497,37.9841,999.1452,981.5342,980.2904,30.25, ,2.7486,,17.611
4498,37.9881,1016.232,981.5132,980.2705,30.25, ,2.7483,,34.7188
4499,37.9921,1006.73,981.4921,980.2505,30.25, ,2.7481,,25.2379
4500,37.9961,993.4508,981.4711,980.2305,30.25, ,2.7478,,11.9797
4501,38.0001,983.1096,981.4501,980.2106,30.25, ,2.7475,,1.6595
4502,38.0041,994.8552,981.4291,980.1906,30.25, ,2.7472,,13.4261
4503,38.0081,1017.26,981.4081,980.1706,30.25, ,2.747,,35.8519
4504,38.0121,1045.596,981.3871,980.1507,30.25, ,2.7467,,64.2089
4505,38.0161,1054.75,981.3661,980.1307,30.25, ,2.7464,,73.3839
4506,38.0201,1011.716,981.345,980.1107,30.25, ,2.7461,,30.371
4507,38.0241,1008.882,981.324,980.0908,30.25, ,2.7458,,27.558
4508,38.0281,984.7522,981.303,980.0708,30.25, ,2.7456,,3.4492
4509,38.0321,1004.569,981.282,980.0508,30.25, ,2.7453,,23.287
4510,38.0361,1048.638,981.261,980.0309,30.25, ,2.745,,67.377
4511,38.0401,1000.997,981.2401,980.0109,30.25, ,2.7447,,19.7569
4512,38.0441,997.166,981.2191,979.991,30.25, ,2.7445,,15.9469
4513,38.0481,993.3362,981.1981,979.971,30.25, ,2.7442,,12.1381
4514,38.0521,1010.59,981.1771,979.951,30.25, ,2.7439,,29.4129
4515,38.0561,997.3116,981.1561,979.9311,30.25, ,2.7436,,16.1555
4516,38.0601,1005.988,981.1351,979.9111,30.25, ,2.7433,,24.8529
4517,38.0641,955.2038,981.1142,979.8911,30.25, ,2.7431,,-25.9104
4518,38.0681,959.327,981.0932,979.8712,30.25, ,2.7428,,-21.7662
4519,38.0721,963.7594,981.0723,979.8512,30.25, ,2.7425,,-17.3129
4520,38.0761,962.5053,981.0513,979.8312,30.25, ,2.7422,,-18.546
4521,38.0801,989.4064,981.0303,979.8113,30.25, ,2.742,,8.3761
4522,38.0841,1028.287,981.0093,979.7913,30.25, ,2.7417,,47.2777
4523,38.0881,1005.643,980.9884,979.7713,30.25, ,2.7414,,24.6546
4524,38.0921,953.9648,980.9675,979.7514,30.25, ,2.7411,,-27.0027
4525,38.0961,991.8936,980.9465,979.7314,30.25, ,2.7408,,10.9471
4526,38.1001,1041.716,980.9256,979.7114,30.25, ,2.7406,,60.7904
4527,38.1041,1003.635,980.9047,979.6915,30.25, ,2.7403,,22.7303
4528,38.1081,971.99,980.8837,979.6715,30.25, ,2.74,,-8.8937
